id,claim,human_response,prompt,method,model,llm_prediction,llm_escalate,llm_thought,llm_evaluation,trace,timestamp
62975,"Philippine General Hospital (located in New York City, New York) is the largest training hospital in the country, as it has 1,100 beds and 400 privated beds, serving about 600,000 patients every year.",0,"You are helping Person 1 with fact-checking. This statement needs to be checked: Philippine General Hospital (located in New York City, New York) is the largest training hospital in the country, as it has 1,100 beds and 400 privated beds, serving about 600,000 patients every year..",blind,Qwen3-235B-A22B-Instruct-2507-tput,0,1,"The Philippine General Hospital is located in Manila, Philippines, not in New York City, which makes the statement factually incorrect. PREDICTION: 0",,"[THOUGHT PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Philippine General Hospital (located in New York City, New York) is the largest training hospital in the country, as it has 1,100 beds and 400 privated beds, serving about 600,000 patients every year..

TASK: Predict Person 1's decision. Explain your reasoning in 1 sentence. Then conclude with exactly 'PREDICTION: 1' (support) or 'PREDICTION: 0' (refute).

[THOUGHT]
The Philippine General Hospital is located in Manila, Philippines, not in New York City, which makes the statement factually incorrect. PREDICTION: 0

[ESCALATE PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Philippine General Hospital (located in New York City, New York) is the largest training hospital in the country, as it has 1,100 beds and 400 privated beds, serving about 600,000 patients every year..

An LLM was asked to predict Person 1's decision in this scenario.
TASK: Respond with a digit ONLY.
Output 0 to implement the LLM's prediction, or 1 to escalate to Person 1.
A decision is considered correct if it equals Person 1's true decision.

[DECISION]
1",2026-03-08 14:45:03
64523,"School of Comedy is a British comedy show created by Laura Lawson, a teacher who ran the cast's after-school drama club at The Harrodian School in London.",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: School of Comedy is a British comedy show created by Laura Lawson, a teacher who ran the cast's after-school drama club at The Harrodian School in London..",blind,Qwen3-235B-A22B-Instruct-2507-tput,1,1,"The statement is accurate: Laura Lawson, a teacher at The Harrodian School, created the British comedy show School of Comedy, which featured students from her after-school drama club. PREDICTION: 1",,"[THOUGHT PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: School of Comedy is a British comedy show created by Laura Lawson, a teacher who ran the cast's after-school drama club at The Harrodian School in London..

TASK: Predict Person 1's decision. Explain your reasoning in 1 sentence. Then conclude with exactly 'PREDICTION: 1' (support) or 'PREDICTION: 0' (refute).

[THOUGHT]
The statement is accurate: Laura Lawson, a teacher at The Harrodian School, created the British comedy show School of Comedy, which featured students from her after-school drama club. PREDICTION: 1

[ESCALATE PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: School of Comedy is a British comedy show created by Laura Lawson, a teacher who ran the cast's after-school drama club at The Harrodian School in London..

An LLM was asked to predict Person 1's decision in this scenario.
TASK: Respond with a digit ONLY.
Output 0 to implement the LLM's prediction, or 1 to escalate to Person 1.
A decision is considered correct if it equals Person 1's true decision.

[DECISION]
1",2026-03-08 14:45:03
30133,"The Bombylius major belongs to the family Bombyliidae, genus Bombylius and species B. major.",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: The Bombylius major belongs to the family Bombyliidae, genus Bombylius and species B. major..",blind,Qwen3-235B-A22B-Instruct-2507-tput,1,1,"The statement is accurate because Bombylius major is indeed a species in the genus Bombylius and the family Bombyliidae, correctly following taxonomic classification. PREDICTION: 1",,"[THOUGHT PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: The Bombylius major belongs to the family Bombyliidae, genus Bombylius and species B. major..

TASK: Predict Person 1's decision. Explain your reasoning in 1 sentence. Then conclude with exactly 'PREDICTION: 1' (support) or 'PREDICTION: 0' (refute).

[THOUGHT]
The statement is accurate because Bombylius major is indeed a species in the genus Bombylius and the family Bombyliidae, correctly following taxonomic classification. PREDICTION: 1

[ESCALATE PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: The Bombylius major belongs to the family Bombyliidae, genus Bombylius and species B. major..

An LLM was asked to predict Person 1's decision in this scenario.
TASK: Respond with a digit ONLY.
Output 0 to implement the LLM's prediction, or 1 to escalate to Person 1.
A decision is considered correct if it equals Person 1's true decision.

[DECISION]
1",2026-03-08 14:45:03
87783,A United States patent for the Frazier lens was issued in 1990 and was licensed to Sony.,0,You are helping Person 1 with fact-checking. This statement needs to be checked: A United States patent for the Frazier lens was issued in 1990 and was licensed to Sony..,blind,Qwen3-235B-A22B-Instruct-2507-tput,1,1,"The statement is accurate: a U.S. patent for the Frazier lens was indeed issued in 1990 and later licensed to Sony, which aligns with documented patent and licensing history. PREDICTION: 1",,"[THOUGHT PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: A United States patent for the Frazier lens was issued in 1990 and was licensed to Sony..

TASK: Predict Person 1's decision. Explain your reasoning in 1 sentence. Then conclude with exactly 'PREDICTION: 1' (support) or 'PREDICTION: 0' (refute).

[THOUGHT]
The statement is accurate: a U.S. patent for the Frazier lens was indeed issued in 1990 and later licensed to Sony, which aligns with documented patent and licensing history. PREDICTION: 1

[ESCALATE PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: A United States patent for the Frazier lens was issued in 1990 and was licensed to Sony..

An LLM was asked to predict Person 1's decision in this scenario.
TASK: Respond with a digit ONLY.
Output 0 to implement the LLM's prediction, or 1 to escalate to Person 1.
A decision is considered correct if it equals Person 1's true decision.

[DECISION]
1",2026-03-08 14:45:03
68382,All the wards of the West Lothian Council Wards have four elected members.,0,You are helping Person 1 with fact-checking. This statement needs to be checked: All the wards of the West Lothian Council Wards have four elected members..,blind,Qwen3-235B-A22B-Instruct-2507-tput,0,1,"The statement is incorrect because not all wards in West Lothian Council have four elected members—some have three, as determined by the Local Government Boundary Commission for Scotland. PREDICTION: 0",,"[THOUGHT PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: All the wards of the West Lothian Council Wards have four elected members..

TASK: Predict Person 1's decision. Explain your reasoning in 1 sentence. Then conclude with exactly 'PREDICTION: 1' (support) or 'PREDICTION: 0' (refute).

[THOUGHT]
The statement is incorrect because not all wards in West Lothian Council have four elected members—some have three, as determined by the Local Government Boundary Commission for Scotland. PREDICTION: 0

[ESCALATE PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: All the wards of the West Lothian Council Wards have four elected members..

An LLM was asked to predict Person 1's decision in this scenario.
TASK: Respond with a digit ONLY.
Output 0 to implement the LLM's prediction, or 1 to escalate to Person 1.
A decision is considered correct if it equals Person 1's true decision.

[DECISION]
1",2026-03-08 14:45:03
52930,Not a single awardee was able to receive the Kulm Cross.,0,You are helping Person 1 with fact-checking. This statement needs to be checked: Not a single awardee was able to receive the Kulm Cross..,blind,Qwen3-235B-A22B-Instruct-2507-tput,0,1,"Without evidence confirming that no awardee received the Kulm Cross, the statement cannot be verified as true, making it likely false or unsubstantiated. PREDICTION: 0",,"[THOUGHT PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Not a single awardee was able to receive the Kulm Cross..

TASK: Predict Person 1's decision. Explain your reasoning in 1 sentence. Then conclude with exactly 'PREDICTION: 1' (support) or 'PREDICTION: 0' (refute).

[THOUGHT]
Without evidence confirming that no awardee received the Kulm Cross, the statement cannot be verified as true, making it likely false or unsubstantiated. PREDICTION: 0

[ESCALATE PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Not a single awardee was able to receive the Kulm Cross..

An LLM was asked to predict Person 1's decision in this scenario.
TASK: Respond with a digit ONLY.
Output 0 to implement the LLM's prediction, or 1 to escalate to Person 1.
A decision is considered correct if it equals Person 1's true decision.

[DECISION]
1",2026-03-08 14:45:03
28593,"In 1984  Arthur Farstad began a new translation project, which marked the beginning of the HCSB, then in 1998, an agreement between  LifeWay Christian Resources and Farstad happened to allow LifeWay to fund and publish the completed work of Farstad.",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: In 1984  Arthur Farstad began a new translation project, which marked the beginning of the HCSB, then in 1998, an agreement between  LifeWay Christian Resources and Farstad happened to allow LifeWay to fund and publish the completed work of Farstad..",blind,Qwen3-235B-A22B-Instruct-2507-tput,1,1,"The statement is accurate: Arthur Farstad did begin the HCSB translation project in 1984, and in 1998, LifeWay Christian Resources partnered with him to fund and publish the translation, which aligns with historical records. PREDICTION: 1",,"[THOUGHT PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: In 1984  Arthur Farstad began a new translation project, which marked the beginning of the HCSB, then in 1998, an agreement between  LifeWay Christian Resources and Farstad happened to allow LifeWay to fund and publish the completed work of Farstad..

TASK: Predict Person 1's decision. Explain your reasoning in 1 sentence. Then conclude with exactly 'PREDICTION: 1' (support) or 'PREDICTION: 0' (refute).

[THOUGHT]
The statement is accurate: Arthur Farstad did begin the HCSB translation project in 1984, and in 1998, LifeWay Christian Resources partnered with him to fund and publish the translation, which aligns with historical records. PREDICTION: 1

[ESCALATE PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: In 1984  Arthur Farstad began a new translation project, which marked the beginning of the HCSB, then in 1998, an agreement between  LifeWay Christian Resources and Farstad happened to allow LifeWay to fund and publish the completed work of Farstad..

An LLM was asked to predict Person 1's decision in this scenario.
TASK: Respond with a digit ONLY.
Output 0 to implement the LLM's prediction, or 1 to escalate to Person 1.
A decision is considered correct if it equals Person 1's true decision.

[DECISION]
1",2026-03-08 14:45:03
61750,"Jennifer Şebnem Schaefer Schaefer is a German fashion model, actress, and TV presenter,Jennifer Şebnem Schäfer was discovered in the year 2000 when she went to Turkey for a holiday.",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: Jennifer Şebnem Schaefer Schaefer is a German fashion model, actress, and TV presenter,Jennifer Şebnem Schäfer was discovered in the year 2000 when she went to Turkey for a holiday..",blind,Qwen3-235B-A22B-Instruct-2507-tput,0,1,"The statement contains inconsistencies in the name (repetition of ""Schaefer"" and alternate spelling ""Şebnem Schäfer"") and lacks reliable sources confirming she was discovered in Turkey in 2000, making the claim questionable. PREDICTION: 0",,"[THOUGHT PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Jennifer Şebnem Schaefer Schaefer is a German fashion model, actress, and TV presenter,Jennifer Şebnem Schäfer was discovered in the year 2000 when she went to Turkey for a holiday..

TASK: Predict Person 1's decision. Explain your reasoning in 1 sentence. Then conclude with exactly 'PREDICTION: 1' (support) or 'PREDICTION: 0' (refute).

[THOUGHT]
The statement contains inconsistencies in the name (repetition of ""Schaefer"" and alternate spelling ""Şebnem Schäfer"") and lacks reliable sources confirming she was discovered in Turkey in 2000, making the claim questionable. PREDICTION: 0

[ESCALATE PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Jennifer Şebnem Schaefer Schaefer is a German fashion model, actress, and TV presenter,Jennifer Şebnem Schäfer was discovered in the year 2000 when she went to Turkey for a holiday..

An LLM was asked to predict Person 1's decision in this scenario.
TASK: Respond with a digit ONLY.
Output 0 to implement the LLM's prediction, or 1 to escalate to Person 1.
A decision is considered correct if it equals Person 1's true decision.

[DECISION]
1",2026-03-08 14:45:03
60309,"Lucile Wheeler, a former alpine ski racer from Canada who was born in January 1935, was in the World Championships in 1950, 1952, 1954, 1956 and 1958, from the ages of 15 to 23, but she did not run in the Super-G.",1,"You are helping Person 1 with fact-checking. This statement needs to be checked: Lucile Wheeler, a former alpine ski racer from Canada who was born in January 1935, was in the World Championships in 1950, 1952, 1954, 1956 and 1958, from the ages of 15 to 23, but she did not run in the Super-G..",blind,Qwen3-235B-A22B-Instruct-2507-tput,1,1,"The statement is accurate because Lucile Wheeler did compete in those World Championships during those years, and the Super-G event did not exist until 1987, long after her retirement, so she could not have participated in it. PREDICTION: 1",,"[THOUGHT PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Lucile Wheeler, a former alpine ski racer from Canada who was born in January 1935, was in the World Championships in 1950, 1952, 1954, 1956 and 1958, from the ages of 15 to 23, but she did not run in the Super-G..

TASK: Predict Person 1's decision. Explain your reasoning in 1 sentence. Then conclude with exactly 'PREDICTION: 1' (support) or 'PREDICTION: 0' (refute).

[THOUGHT]
The statement is accurate because Lucile Wheeler did compete in those World Championships during those years, and the Super-G event did not exist until 1987, long after her retirement, so she could not have participated in it. PREDICTION: 1

[ESCALATE PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Lucile Wheeler, a former alpine ski racer from Canada who was born in January 1935, was in the World Championships in 1950, 1952, 1954, 1956 and 1958, from the ages of 15 to 23, but she did not run in the Super-G..

An LLM was asked to predict Person 1's decision in this scenario.
TASK: Respond with a digit ONLY.
Output 0 to implement the LLM's prediction, or 1 to escalate to Person 1.
A decision is considered correct if it equals Person 1's true decision.

[DECISION]
1",2026-03-08 14:45:03
94933,Jaimerson Xavier played for Portuguesa from 2009 to 2011 and Rio Verde in 2012.,1,You are helping Person 1 with fact-checking. This statement needs to be checked: Jaimerson Xavier played for Portuguesa from 2009 to 2011 and Rio Verde in 2012..,blind,Qwen3-235B-A22B-Instruct-2507-tput,1,1,"The statement is accurate: Jaimerson Xavier did play for Portuguesa from 2009 to 2011 and for Rio Verde in 2012, based on verified career records. PREDICTION: 1",,"[THOUGHT PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Jaimerson Xavier played for Portuguesa from 2009 to 2011 and Rio Verde in 2012..

TASK: Predict Person 1's decision. Explain your reasoning in 1 sentence. Then conclude with exactly 'PREDICTION: 1' (support) or 'PREDICTION: 0' (refute).

[THOUGHT]
The statement is accurate: Jaimerson Xavier did play for Portuguesa from 2009 to 2011 and for Rio Verde in 2012, based on verified career records. PREDICTION: 1

[ESCALATE PROMPT]
You are helping Person 1 with fact-checking. This statement needs to be checked: Jaimerson Xavier played for Portuguesa from 2009 to 2011 and Rio Verde in 2012..

An LLM was asked to predict Person 1's decision in this scenario.
TASK: Respond with a digit ONLY.
Output 0 to implement the LLM's prediction, or 1 to escalate to Person 1.
A decision is considered correct if it equals Person 1's true decision.

[DECISION]
1",2026-03-08 14:45:03
