condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
no_special_requests,0.523,247,0.5060728744939271,0.5060728744939271,0.6558704453441295,0.6639344262295082,0.648,0.0,81,44,81,41
lead_90_180,0.554,247,0.5303643724696356,0.5020242914979757,0.6356275303643725,0.646551724137931,0.6259541984732825,0.028340080971659964,75,49,82,41
lead_30_90,0.622,249,0.5823293172690763,0.5020080321285141,0.44176706827309237,0.4326923076923077,0.4482758620689655,0.08032128514056225,45,80,65,59
no_prev_cancel,0.661,250,0.632,0.616,0.264,0.33695652173913043,0.22151898734177214,0.016000000000000014,31,123,35,61
no_deposit,0.716,250,0.728,0.636,0.276,0.3382352941176471,0.25274725274725274,0.09199999999999997,23,136,46,45
has_special_requests,0.783,250,0.756,0.64,0.236,0.2459016393442623,0.2328042328042328,0.11599999999999999,15,145,44,46
lead_under_30,0.818,249,0.7791164658634538,0.7028112449799196,0.20481927710843373,0.2909090909090909,0.18041237113402062,0.0763052208835342,16,159,35,39
lead_under_30_special,0.866,247,0.8340080971659919,0.7044534412955465,0.15384615384615385,0.07317073170731707,0.16990291262135923,0.12955465587044535,3,171,35,38
lead_under_7,0.906,248,0.8790322580645161,0.717741935483871,0.28225806451612906,0.5,0.25229357798165136,0.16129032258064513,15,163,55,15
repeated_special,0.95,250,0.976,0.952,0.024,0.0,0.02459016393442623,0.02400000000000002,0,238,6,6
