condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
no_special_requests,0.523,245,0.5224489795918368,0.5020408163265306,0.4448979591836735,0.4444444444444444,0.4453125,0.020408163265306145,52,71,57,65
lead_90_180,0.554,242,0.48760330578512395,0.47520661157024796,0.45041322314049587,0.4274193548387097,0.4745762711864407,0.012396694214875992,53,62,56,71
lead_30_90,0.622,234,0.5598290598290598,0.5128205128205128,0.5,0.5145631067961165,0.48854961832061067,0.047008547008547064,53,67,64,50
no_prev_cancel,0.661,249,0.6345381526104418,0.4779116465863454,0.42971887550200805,0.37362637362637363,0.4620253164556962,0.1566265060240964,34,85,73,57
no_deposit,0.716,250,0.744,0.436,0.476,0.328125,0.5268817204301075,0.308,21,88,98,43
has_special_requests,0.783,246,0.7560975609756098,0.4878048780487805,0.5203252032520326,0.5166666666666667,0.521505376344086,0.2682926829268293,31,89,97,29
lead_under_30,0.818,247,0.7894736842105263,0.5182186234817814,0.4898785425101215,0.5192307692307693,0.48205128205128206,0.27125506072874495,27,101,94,25
lead_under_30_special,0.866,248,0.8145161290322581,0.40725806451612906,0.6491935483870968,0.6521739130434783,0.6485148514851485,0.40725806451612906,30,71,131,16
lead_under_7,0.906,249,0.8674698795180723,0.4538152610441767,0.5582329317269076,0.5454545454545454,0.5601851851851852,0.4136546184738956,18,95,121,15
repeated_special,0.95,250,0.976,0.328,0.688,0.8333333333333334,0.6844262295081968,0.6479999999999999,5,77,167,1
