condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
no_special_requests,0.523,250,0.52,0.52,0.0,0.0,0.0,0.0,0,130,0,120
lead_90_180,0.554,250,0.54,0.54,0.0,0.0,0.0,0.0,0,135,0,115
lead_30_90,0.622,250,0.6,0.6,0.0,0.0,0.0,0.0,0,150,0,100
no_prev_cancel,0.661,250,0.632,0.624,0.04,0.043478260869565216,0.0379746835443038,0.008000000000000007,4,152,6,88
no_deposit,0.716,250,0.748,0.748,0.0,0.0,0.0,0.0,0,187,0,63
has_special_requests,0.783,250,0.756,0.248,0.98,0.9672131147540983,0.9841269841269841,0.508,59,3,186,2
lead_under_30,0.818,250,0.812,0.812,0.0,0.0,0.0,0.0,0,203,0,47
lead_under_30_special,0.866,250,0.832,0.728,0.144,0.11904761904761904,0.14903846153846154,0.10399999999999998,5,177,31,37
lead_under_7,0.906,250,0.92,0.92,0.0,0.0,0.0,0.0,0,230,0,20
repeated_special,0.95,250,0.976,0.976,0.0,0.0,0.0,0.0,0,244,0,6
