condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
dti_over_30,0.51,247,0.854251012145749,0.4534412955465587,0.6437246963562753,0.8333333333333334,0.6113744075829384,0.40080971659919024,30,82,129,6
loan_under_5000,0.53,249,0.8795180722891566,0.46586345381526106,0.6385542168674698,0.9333333333333333,0.5981735159817352,0.4136546184738955,28,88,131,2
dti_over_25,0.64,250,0.892,0.484,0.584,0.8148148148148148,0.5560538116591929,0.40800000000000003,22,99,124,5
dti_under_10,0.67,250,0.888,0.472,0.592,0.7857142857142857,0.5675675675675675,0.41600000000000004,22,96,126,6
loan_over_25000,0.75,250,0.876,0.62,0.432,0.7096774193548387,0.3926940639269406,0.256,22,133,86,9
fico_650_680,0.83,250,0.872,0.248,0.872,0.96875,0.8577981651376146,0.624,31,31,187,1
fico_650_700_dti_under_20,0.9,250,0.9,0.476,0.624,1.0,0.5822222222222222,0.42400000000000004,25,94,131,0
fico_over_700,0.91,250,0.908,0.84,0.156,0.4782608695652174,0.12334801762114538,0.06800000000000006,11,199,28,12
fico_over_750_dti_under_20,0.92,250,0.904,0.852,0.116,0.3333333333333333,0.09292035398230089,0.052000000000000046,8,205,21,16
fico_over_750_loan_under_20000,0.93,250,0.92,0.856,0.104,0.25,0.09130434782608696,0.06400000000000006,5,209,21,15
