condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
dti_over_30,0.51,250,0.588,0.428,0.984,1.0,0.9727891156462585,0.15999999999999998,103,4,143,0
loan_under_5000,0.53,250,0.5,0.516,0.976,0.992,0.96,-0.016000000000000014,124,5,120,1
dti_over_25,0.64,250,0.644,0.356,1.0,1.0,1.0,0.28800000000000003,89,0,161,0
dti_under_10,0.67,250,0.644,0.364,0.992,1.0,0.9875776397515528,0.28,89,2,159,0
loan_over_25000,0.75,250,0.716,0.284,1.0,1.0,1.0,0.432,71,0,179,0
fico_650_680,0.83,250,0.82,0.34,0.8,0.8888888888888888,0.7804878048780488,0.4799999999999999,40,45,160,5
fico_650_700_dti_under_20,0.9,250,0.896,0.204,0.804,0.5384615384615384,0.8348214285714286,0.6920000000000001,14,37,187,12
fico_over_700,0.91,250,0.892,0.24,0.86,0.9629629629629629,0.8475336322869955,0.652,26,34,189,1
fico_over_750_dti_under_20,0.92,250,0.896,0.552,0.472,0.6153846153846154,0.45535714285714285,0.344,16,122,102,10
fico_over_750_loan_under_20000,0.93,250,0.944,0.3,0.756,1.0,0.7415254237288136,0.6439999999999999,14,61,175,0
