condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
contains_troll,0.52,250,0.652,0.564,0.424,0.4827586206896552,0.39263803680981596,0.08800000000000008,42,99,64,45
contains_vandal,0.61,250,0.704,0.636,0.356,0.4864864864864865,0.30113636363636365,0.06799999999999995,36,123,53,38
contains_stop,0.67,249,0.6666666666666666,0.5943775100401606,0.3614457831325301,0.43373493975903615,0.3253012048192771,0.07228915662650603,36,112,54,47
contains_love,0.74,249,0.7791164658634538,0.7309236947791165,0.23293172690763053,0.41818181818181815,0.18041237113402062,0.048192771084337394,23,159,35,32
contains_wikipedia,0.85,250,0.86,0.784,0.236,0.5714285714285714,0.1813953488372093,0.07599999999999996,20,176,39,15
contains_page,0.87,250,0.892,0.78,0.224,0.5185185185185185,0.18834080717488788,0.11199999999999999,14,181,42,13
contains_article,0.92,250,0.912,0.776,0.2,0.36363636363636365,0.18421052631578946,0.136,8,186,42,14
contains_please,0.92,250,0.892,0.788,0.184,0.37037037037037035,0.16143497757847533,0.10399999999999998,10,187,36,17
contains_link,0.94,248,0.8911290322580645,0.7741935483870968,0.1975806451612903,0.37037037037037035,0.17647058823529413,0.11693548387096775,10,182,39,17
contains_thank,0.96,250,0.94,0.856,0.14,0.4666666666666667,0.11914893617021277,0.08399999999999996,7,207,28,8
