condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0.514,249,0.4979919678714859,0.5020080321285141,1.0,1.0,1.0,-0.004016064257028162,125,0,124,0
avg_diff_005_015,0.545,250,0.552,0.44,0.984,0.9732142857142857,0.9927536231884058,0.11200000000000004,109,1,137,3
avg_diff_015_030,0.606,250,0.58,0.456,0.828,0.8380952380952381,0.8206896551724138,0.12399999999999994,88,26,119,17
avg_diff_030_050,0.667,250,0.688,0.352,0.864,0.8461538461538461,0.872093023255814,0.33599999999999997,66,22,150,12
avg_diff_050_070,0.732,250,0.728,0.36,0.8,0.7941176470588235,0.8021978021978022,0.368,54,36,146,14
avg_diff_070_100,0.801,249,0.8112449799196787,0.46987951807228917,0.5502008032128514,0.5531914893617021,0.5495049504950495,0.34136546184738953,26,91,111,21
avg_diff_100_130,0.851,250,0.88,0.616,0.368,0.43333333333333335,0.35909090909090907,0.264,13,141,79,17
avg_diff_130_160,0.888,250,0.904,0.608,0.384,0.4583333333333333,0.37610619469026546,0.29600000000000004,11,141,85,13
avg_diff_160_200,0.907,250,0.904,0.672,0.264,0.16666666666666666,0.2743362831858407,0.23199999999999998,4,164,62,20
avg_diff_over_200,0.942,250,0.952,0.748,0.22,0.16666666666666666,0.22268907563025211,0.20399999999999996,2,185,53,10
