condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
no_deposit,0,250,0.716,0.536,0.468,0.5070422535211268,0.45251396648044695,0.17999999999999994,36,98,81,35
no_special_requests,0,250,0.504,0.448,0.432,0.3790322580645161,0.48412698412698413,0.055999999999999994,47,65,61,77
no_prev_cancel,0,250,0.644,0.516,0.424,0.4157303370786517,0.42857142857142855,0.128,37,92,69,52
lead_under_30_special,0,250,0.864,0.456,0.568,0.5882352941176471,0.5648148148148148,0.408,20,94,122,14
has_special_requests,0,250,0.748,0.476,0.52,0.49206349206349204,0.5294117647058824,0.272,31,88,99,32
repeated_special,0,250,0.876,0.4,0.604,0.5161290322580645,0.6164383561643836,0.476,16,84,135,15
lead_under_7,0,250,0.88,0.572,0.444,0.5666666666666667,0.42727272727272725,0.30800000000000005,17,126,94,13
lead_under_30,0,250,0.808,0.568,0.416,0.4583333333333333,0.40594059405940597,0.2400000000000001,22,120,82,26
lead_90_180,0,262,0.5343511450381679,0.49236641221374045,0.4770992366412214,0.4672131147540984,0.4857142857142857,0.041984732824427495,57,72,68,65
lead_30_90,0,250,0.568,0.46,0.436,0.37962962962962965,0.4788732394366197,0.10799999999999993,41,74,68,67
