condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
contains_troll,0.52,249,0.5542168674698795,0.5140562248995983,0.8514056224899599,0.9099099099099099,0.8043478260869565,0.04016064257028118,101,27,111,10
contains_vandal,0.61,250,0.608,0.5,0.812,0.8979591836734694,0.756578947368421,0.10799999999999998,88,37,115,10
contains_stop,0.67,250,0.692,0.436,0.752,0.8051948051948052,0.7283236994219653,0.25599999999999995,62,47,126,15
contains_love,0.74,249,0.7429718875502008,0.5502008032128514,0.6184738955823293,0.828125,0.5459459459459459,0.19277108433734946,53,84,101,11
contains_wikipedia,0.85,249,0.8514056224899599,0.6024096385542169,0.4819277108433735,0.7837837837837838,0.42924528301886794,0.24899598393574296,29,121,91,8
contains_page,0.87,249,0.8875502008032129,0.46586345381526106,0.6224899598393574,0.8928571428571429,0.5882352941176471,0.42168674698795183,25,91,130,3
contains_article,0.92,250,0.9,0.588,0.464,0.76,0.4311111111111111,0.31200000000000006,19,128,97,6
contains_please,0.92,249,0.9317269076305221,0.5341365461847389,0.5020080321285141,0.7647058823529411,0.4827586206896552,0.3975903614457832,13,120,112,4
contains_link,0.94,249,0.9357429718875502,0.5421686746987951,0.4738955823293173,0.625,0.463519313304721,0.39357429718875503,10,125,108,6
contains_thank,0.96,250,0.964,0.564,0.448,0.6666666666666666,0.43983402489626555,0.4,6,135,106,3
