condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0.514,219,0.593607305936073,0.5799086757990868,0.2876712328767123,0.33707865168539325,0.25384615384615383,0.013698630136986245,30,97,33,59
avg_diff_005_015,0.545,224,0.5803571428571429,0.6071428571428571,0.25,0.32978723404255317,0.19230769230769232,-0.02678571428571419,31,105,25,63
avg_diff_015_030,0.606,223,0.6053811659192825,0.5112107623318386,0.2914798206278027,0.25,0.31851851851851853,0.09417040358744388,22,92,43,66
avg_diff_030_050,0.667,235,0.6382978723404256,0.6042553191489362,0.2127659574468085,0.24705882352941178,0.19333333333333333,0.03404255319148941,21,121,29,64
avg_diff_050_070,0.732,228,0.6973684210526315,0.6140350877192983,0.3026315789473684,0.36231884057971014,0.27672955974842767,0.08333333333333326,25,115,44,44
avg_diff_070_100,0.801,234,0.811965811965812,0.6324786324786325,0.24786324786324787,0.18181818181818182,0.2631578947368421,0.17948717948717952,8,140,50,36
avg_diff_100_130,0.851,241,0.8049792531120332,0.7634854771784232,0.14937759336099585,0.2765957446808511,0.11855670103092783,0.04149377593361003,13,171,23,34
avg_diff_130_160,0.888,236,0.8813559322033898,0.7838983050847458,0.15677966101694915,0.25,0.14423076923076922,0.09745762711864403,7,178,30,21
avg_diff_160_200,0.907,234,0.9444444444444444,0.782051282051282,0.17094017094017094,0.07692307692307693,0.17647058823529413,0.16239316239316237,1,182,39,12
avg_diff_over_200,0.942,234,0.9487179487179487,0.8034188034188035,0.17094017094017094,0.25,0.16666666666666666,0.14529914529914523,3,185,37,9
