condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0.514,6,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,-0.3333333333333333,4,0,2,0
avg_diff_005_015,0.545,11,0.6363636363636364,0.36363636363636365,1.0,1.0,1.0,0.2727272727272727,4,0,7,0
avg_diff_015_030,0.606,15,0.5333333333333333,0.4666666666666667,1.0,1.0,1.0,0.06666666666666665,7,0,8,0
avg_diff_030_050,0.667,27,0.7777777777777778,0.2222222222222222,1.0,1.0,1.0,0.5555555555555556,6,0,21,0
avg_diff_050_070,0.732,32,0.78125,0.21875,1.0,1.0,1.0,0.5625,7,0,25,0
avg_diff_070_100,0.801,53,0.7169811320754716,0.7169811320754716,0.0,0.0,0.0,0.0,0,38,0,15
avg_diff_100_130,0.851,42,0.8571428571428571,0.8571428571428571,0.0,0.0,0.0,0.0,0,36,0,6
avg_diff_130_160,0.888,56,0.8928571428571429,0.8928571428571429,0.0,0.0,0.0,0.0,0,50,0,6
avg_diff_160_200,0.907,67,0.8656716417910447,0.8656716417910447,0.0,0.0,0.0,0.0,0,58,0,9
avg_diff_over_200,0.942,102,0.9803921568627451,0.9803921568627451,0.0,0.0,0.0,0.0,0,100,0,2
