condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0.514,246,0.4959349593495935,0.516260162601626,0.6300813008130082,0.6451612903225806,0.6147540983606558,-0.02032520325203252,80,47,75,44
avg_diff_005_015,0.545,248,0.5282258064516129,0.4838709677419355,0.5443548387096774,0.5299145299145299,0.5572519083969466,0.04435483870967738,62,58,73,55
avg_diff_015_030,0.606,248,0.5766129032258065,0.5241935483870968,0.375,0.38095238095238093,0.3706293706293706,0.05241935483870974,40,90,53,65
avg_diff_030_050,0.667,248,0.6653225806451613,0.4798387096774194,0.43548387096774194,0.37349397590361444,0.4666666666666667,0.18548387096774188,31,88,77,52
avg_diff_050_070,0.732,248,0.7217741935483871,0.5564516129032258,0.375,0.37681159420289856,0.3743016759776536,0.16532258064516137,26,112,67,43
avg_diff_070_100,0.801,249,0.7791164658634538,0.642570281124498,0.3293172690763052,0.43636363636363634,0.29896907216494845,0.13654618473895586,24,136,58,31
avg_diff_100_130,0.851,250,0.852,0.636,0.352,0.4594594594594595,0.3333333333333333,0.21599999999999997,17,142,71,20
avg_diff_130_160,0.888,249,0.8674698795180723,0.7228915662650602,0.27309236947791166,0.48484848484848486,0.24074074074074073,0.14457831325301207,16,164,52,17
avg_diff_160_200,0.907,248,0.8669354838709677,0.6895161290322581,0.3225806451612903,0.5454545454545454,0.28837209302325584,0.17741935483870963,18,153,62,15
avg_diff_over_200,0.942,248,0.9274193548387096,0.7338709677419355,0.25806451612903225,0.4444444444444444,0.24347826086956523,0.19354838709677413,8,174,56,10
