condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
dti_over_30,0.51,250,0.812,0.816,0.14,0.3829787234042553,0.08374384236453201,-0.0039999999999998925,18,186,17,29
loan_under_5000,0.53,250,0.8,0.784,0.216,0.5,0.145,0.016000000000000014,25,171,29,25
dti_over_25,0.64,250,0.84,0.82,0.164,0.45,0.10952380952380952,0.020000000000000018,18,187,23,22
dti_under_10,0.67,250,0.836,0.824,0.164,0.4634146341463415,0.10526315789473684,0.01200000000000001,19,187,22,22
loan_over_25000,0.75,250,0.868,0.844,0.12,0.36363636363636365,0.08294930875576037,0.02400000000000002,12,199,18,21
fico_650_680,0.83,249,0.8273092369477911,0.8273092369477911,0.1927710843373494,0.5581395348837209,0.11650485436893204,0.0,24,182,24,19
fico_650_700_dti_under_20,0.9,250,0.856,0.86,0.164,0.5833333333333334,0.09345794392523364,-0.0040000000000000036,21,194,20,15
fico_over_700,0.91,249,0.8674698795180723,0.8353413654618473,0.08835341365461848,0.21212121212121213,0.06944444444444445,0.032128514056224966,7,201,15,26
fico_over_750_dti_under_20,0.92,249,0.8473895582329317,0.8795180722891566,0.08032128514056225,0.3684210526315789,0.02843601895734597,-0.032128514056224855,14,205,6,24
fico_over_750_loan_under_20000,0.93,249,0.8755020080321285,0.8835341365461847,0.08032128514056225,0.3548387096774194,0.04128440366972477,-0.008032128514056214,11,209,9,20
