condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
contains_troll,0.52,248,0.7217741935483871,0.3467741935483871,0.9153225806451613,0.9710144927536232,0.8938547486033519,0.375,67,19,160,2
contains_vandal,0.61,245,0.7346938775510204,0.3469387755102041,0.8938775510204081,0.9538461538461539,0.8722222222222222,0.38775510204081637,62,23,157,3
contains_stop,0.67,247,0.7327935222672065,0.3562753036437247,0.8785425101214575,0.9393939393939394,0.856353591160221,0.37651821862348184,62,26,155,4
contains_love,0.74,249,0.8313253012048193,0.30120481927710846,0.8273092369477911,0.8809523809523809,0.8164251207729468,0.5301204819277108,37,38,169,5
contains_wikipedia,0.85,248,0.8911290322580645,0.40725806451612906,0.6854838709677419,0.9259259259259259,0.6561085972850679,0.48387096774193544,25,76,145,2
contains_page,0.87,249,0.8755020080321285,0.42168674698795183,0.678714859437751,0.9032258064516129,0.6467889908256881,0.4538152610441767,28,77,141,3
contains_article,0.92,246,0.9024390243902439,0.4146341463414634,0.6585365853658537,0.875,0.6351351351351351,0.48780487804878053,21,81,141,3
contains_please,0.92,248,0.9193548387096774,0.3629032258064516,0.7096774193548387,0.95,0.6885964912280702,0.5564516129032258,19,71,157,1
contains_link,0.94,250,0.932,0.512,0.532,0.8235294117647058,0.5107296137339056,0.42000000000000004,14,114,119,3
contains_thank,0.96,250,0.964,0.492,0.536,0.8888888888888888,0.5228215767634855,0.472,8,115,126,1
