condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0.514,250,0.576,0.428,0.988,0.9905660377358491,0.9861111111111112,0.14799999999999996,105,2,142,1
avg_diff_005_015,0.545,249,0.6305220883534136,0.41365461847389556,0.9477911646586346,0.9891304347826086,0.9235668789808917,0.21686746987951805,91,12,145,1
avg_diff_015_030,0.606,250,0.62,0.384,0.868,0.8315789473684211,0.8903225806451613,0.236,79,17,138,16
avg_diff_030_050,0.667,248,0.657258064516129,0.38306451612903225,0.8306451612903226,0.8117647058823529,0.8404907975460123,0.27419354838709675,69,26,137,16
avg_diff_050_070,0.732,250,0.708,0.404,0.712,0.6986301369863014,0.7175141242937854,0.30399999999999994,51,50,127,22
avg_diff_070_100,0.801,249,0.8353413654618473,0.41767068273092367,0.570281124497992,0.4634146341463415,0.5913461538461539,0.41767068273092367,19,85,123,22
avg_diff_100_130,0.851,250,0.848,0.536,0.472,0.5263157894736842,0.46226415094339623,0.31199999999999994,20,114,98,18
avg_diff_130_160,0.888,247,0.8825910931174089,0.5182186234817814,0.4939271255060729,0.5517241379310345,0.48623853211009177,0.3643724696356275,16,112,106,13
avg_diff_160_200,0.907,250,0.936,0.552,0.448,0.5,0.4444444444444444,0.384,8,130,104,8
avg_diff_over_200,0.942,248,0.9475806451612904,0.6290322580645161,0.3588709677419355,0.38461538461538464,0.3574468085106383,0.31854838709677424,5,151,84,8
