condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
contains_troll,0.52,250,0.696,0.672,0.144,0.19736842105263158,0.1206896551724138,0.02399999999999991,15,153,21,61
contains_vandal,0.61,250,0.752,0.752,0.088,0.1774193548387097,0.05851063829787234,0.0,11,177,11,51
contains_stop,0.67,250,0.748,0.72,0.14,0.2222222222222222,0.11229946524064172,0.028000000000000025,14,166,21,49
contains_love,0.74,250,0.836,0.804,0.072,0.12195121951219512,0.06220095693779904,0.03199999999999992,5,196,13,36
contains_wikipedia,0.85,250,0.896,0.88,0.064,0.23076923076923078,0.044642857142857144,0.016000000000000014,6,214,10,20
contains_page,0.87,249,0.9236947791164659,0.9116465863453815,0.05220883534136546,0.2631578947368421,0.034782608695652174,0.012048192771084376,5,222,8,14
contains_article,0.92,250,0.9,0.856,0.076,0.16,0.06666666666666667,0.04400000000000004,4,210,15,21
contains_please,0.92,250,0.928,0.904,0.04,0.1111111111111111,0.034482758620689655,0.02400000000000002,2,224,8,16
contains_link,0.94,250,0.924,0.896,0.036,0.05263157894736842,0.03463203463203463,0.028000000000000025,1,223,8,18
contains_thank,0.96,250,0.964,0.948,0.024,0.1111111111111111,0.02074688796680498,0.016000000000000014,1,236,5,8
