condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
contains_troll,0.52,250,0.716,0.588,0.464,0.5915492957746479,0.4134078212290503,0.128,42,105,74,29
contains_vandal,0.61,250,0.744,0.58,0.452,0.5625,0.41397849462365593,0.16400000000000003,36,109,77,28
contains_stop,0.67,250,0.76,0.596,0.404,0.5,0.3736842105263158,0.16400000000000003,30,119,71,30
contains_love,0.74,250,0.816,0.552,0.432,0.45652173913043476,0.4264705882352941,0.2639999999999999,21,117,87,25
contains_wikipedia,0.85,250,0.872,0.684,0.324,0.53125,0.29357798165137616,0.18799999999999994,17,154,64,15
contains_page,0.87,250,0.908,0.656,0.34,0.4782608695652174,0.32599118942731276,0.252,11,153,74,12
contains_article,0.92,250,0.848,0.664,0.344,0.5263157894736842,0.3113207547169811,0.18399999999999994,20,146,66,18
contains_please,0.92,250,0.908,0.68,0.316,0.4782608695652174,0.29955947136563876,0.22799999999999998,11,159,68,12
contains_link,0.94,250,0.88,0.72,0.256,0.4,0.23636363636363636,0.16000000000000003,12,168,52,18
contains_thank,0.96,250,0.904,0.704,0.304,0.5416666666666666,0.27876106194690264,0.20000000000000007,13,163,63,11
