condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
dti_over_30,0.51,250,0.888,0.48,0.6,0.8571428571428571,0.5675675675675675,0.40800000000000003,24,96,126,4
loan_under_5000,0.53,250,0.912,0.392,0.656,0.7727272727272727,0.6447368421052632,0.52,17,81,147,5
dti_over_25,0.64,250,0.876,0.5,0.592,0.8709677419354839,0.5525114155251142,0.376,27,98,121,4
dti_under_10,0.67,250,0.88,0.492,0.572,0.7666666666666667,0.5454545454545454,0.388,23,100,120,7
loan_over_25000,0.75,250,0.896,0.5,0.556,0.7692307692307693,0.53125,0.396,20,105,119,6
fico_650_680,0.83,250,0.884,0.372,0.72,0.896551724137931,0.6968325791855203,0.512,26,67,154,3
fico_650_700_dti_under_20,0.9,250,0.896,0.408,0.672,0.8846153846153846,0.6473214285714286,0.48800000000000004,23,79,145,3
fico_over_700,0.91,250,0.892,0.756,0.312,0.8148148148148148,0.25112107623318386,0.136,22,167,56,5
fico_over_750_dti_under_20,0.92,250,0.892,0.848,0.132,0.4074074074074074,0.09865470852017937,0.04400000000000004,11,201,22,16
fico_over_750_loan_under_20000,0.93,250,0.94,0.912,0.108,0.6666666666666666,0.07234042553191489,0.027999999999999914,10,218,17,5
