condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
dti_over_30,0.51,250,0.872,0.416,0.696,0.9375,0.6605504587155964,0.456,30,74,144,2
loan_under_5000,0.53,250,0.844,0.408,0.716,0.8974358974358975,0.6824644549763034,0.436,35,67,144,4
dti_over_25,0.64,250,0.848,0.364,0.732,0.8157894736842105,0.7169811320754716,0.484,31,60,152,7
dti_under_10,0.67,250,0.884,0.396,0.696,0.896551724137931,0.669683257918552,0.488,26,73,148,3
loan_over_25000,0.75,250,0.856,0.464,0.624,0.8055555555555556,0.5934579439252337,0.39199999999999996,29,87,127,7
fico_650_680,0.83,250,0.86,0.172,0.944,0.9142857142857143,0.9488372093023256,0.688,32,11,204,3
fico_650_700_dti_under_20,0.9,250,0.872,0.248,0.864,0.9375,0.8532110091743119,0.624,30,32,186,2
fico_over_700,0.91,250,0.904,0.608,0.44,0.75,0.40707964601769914,0.29600000000000004,18,134,92,6
fico_over_750_dti_under_20,0.92,250,0.9,0.792,0.188,0.4,0.16444444444444445,0.10799999999999998,10,188,37,15
fico_over_750_loan_under_20000,0.93,250,0.92,0.776,0.208,0.4,0.19130434782608696,0.14400000000000002,8,186,44,12
