condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
dti_over_30,0.51,250,0.884,0.208,0.876,0.8620689655172413,0.8778280542986425,0.676,25,27,194,4
loan_under_5000,0.53,250,0.88,0.26,0.804,0.7666666666666667,0.8090909090909091,0.62,23,42,178,7
dti_over_25,0.64,250,0.888,0.216,0.856,0.8214285714285714,0.8603603603603603,0.672,23,31,191,5
dti_under_10,0.67,250,0.876,0.3,0.784,0.8387096774193549,0.776255707762557,0.5760000000000001,26,49,170,5
loan_over_25000,0.75,250,0.868,0.3,0.816,0.9393939393939394,0.7972350230414746,0.5680000000000001,31,44,173,2
fico_650_680,0.83,250,0.868,0.192,0.916,0.9090909090909091,0.9170506912442397,0.6759999999999999,30,18,199,3
fico_650_700_dti_under_20,0.9,250,0.88,0.26,0.852,0.9666666666666667,0.8363636363636363,0.62,29,36,184,1
fico_over_700,0.91,250,0.9,0.32,0.756,0.88,0.7422222222222222,0.5800000000000001,22,58,167,3
fico_over_750_dti_under_20,0.92,250,0.896,0.4,0.64,0.6923076923076923,0.6339285714285714,0.496,18,82,142,8
fico_over_750_loan_under_20000,0.93,250,0.956,0.408,0.628,0.9090909090909091,0.6150627615062761,0.548,10,92,147,1
