condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
dti_over_30,0.51,250,0.496,0.508,0.988,0.9920634920634921,0.9838709677419355,-0.01200000000000001,125,2,122,1
loan_under_5000,0.53,250,0.532,0.52,0.916,0.9658119658119658,0.8721804511278195,0.01200000000000001,113,17,116,4
dti_over_25,0.64,250,0.688,0.332,0.94,0.9358974358974359,0.9418604651162791,0.3559999999999999,73,10,162,5
dti_under_10,0.67,250,0.7,0.34,0.944,0.9733333333333334,0.9314285714285714,0.35999999999999993,73,12,163,2
loan_over_25000,0.75,250,0.752,0.372,0.836,0.9193548387096774,0.8085106382978723,0.38,57,36,152,5
fico_650_680,0.83,250,0.868,0.4,0.652,0.696969696969697,0.6451612903225806,0.46799999999999997,23,77,140,10
fico_650_700_dti_under_20,0.9,250,0.916,0.472,0.572,0.7619047619047619,0.5545851528384279,0.44400000000000006,16,102,127,5
fico_over_700,0.91,250,0.892,0.516,0.52,0.6666666666666666,0.5022421524663677,0.376,18,111,112,9
fico_over_750_dti_under_20,0.92,250,0.9,0.34,0.664,0.52,0.68,0.56,13,72,153,12
fico_over_750_loan_under_20000,0.93,250,0.916,0.412,0.616,0.6666666666666666,0.611353711790393,0.504,14,89,140,7
