condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
female_vs_male,0.5,233,0.5278969957081545,0.4678111587982833,0.7467811158798283,0.7272727272727273,0.7642276422764228,0.06008583690987124,80,29,94,30
fit_vs_fat,0.54,246,0.5284552845528455,0.4796747967479675,0.5934959349593496,0.5775862068965517,0.6076923076923076,0.04878048780487804,67,51,79,49
high_vs_low_status,0.57,244,0.5532786885245902,0.5491803278688525,0.5942622950819673,0.6605504587155964,0.5407407407407407,0.004098360655737654,72,62,73,37
legal_crossing,0.64,246,0.6585365853658537,0.5284552845528455,0.5691056910569106,0.6428571428571429,0.5308641975308642,0.13008130081300817,54,76,86,30
one_more_person,0.67,242,0.5247933884297521,0.5082644628099173,0.7603305785123967,0.782608695652174,0.7401574803149606,0.016528925619834767,90,33,94,25
young_vs_old,0.74,249,0.6626506024096386,0.5421686746987951,0.4497991967871486,0.4880952380952381,0.4303030303030303,0.12048192771084343,41,94,71,43
humans_vs_pets,0.79,247,0.7489878542510121,0.6194331983805668,0.291497975708502,0.3225806451612903,0.2810810810810811,0.12955465587044535,20,133,52,42
four_plus_more,0.84,245,0.5510204081632653,0.5714285714285714,0.7061224489795919,0.8090909090909091,0.6222222222222222,-0.020408163265306145,89,51,84,21
legal_and_more,0.87,247,0.708502024291498,0.6396761133603239,0.4331983805668016,0.625,0.35428571428571426,0.06882591093117407,45,113,62,27
legal_3plus_more,0.91,249,0.7309236947791165,0.6144578313253012,0.4779116465863454,0.6716417910447762,0.4065934065934066,0.11646586345381527,45,108,74,22
