condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0.514,50,0.52,0.48,0.88,0.875,0.8846153846153846,0.040000000000000036,21,3,23,3
avg_diff_005_015,0.545,50,0.54,0.5,0.88,0.9130434782608695,0.8518518518518519,0.040000000000000036,21,4,23,2
avg_diff_015_030,0.606,50,0.6,0.42,0.86,0.85,0.8666666666666667,0.18,17,4,26,3
avg_diff_030_050,0.667,50,0.74,0.36,0.74,0.6923076923076923,0.7567567567567568,0.38,9,9,28,4
avg_diff_050_070,0.732,50,0.72,0.48,0.6,0.6428571428571429,0.5833333333333334,0.24,9,15,21,5
avg_diff_070_100,0.801,50,0.78,0.54,0.32,0.18181818181818182,0.358974358974359,0.24,2,25,14,9
avg_diff_100_130,0.851,50,0.84,0.72,0.16,0.125,0.16666666666666666,0.12,1,35,7,7
avg_diff_130_160,0.888,50,0.9,0.78,0.12,0.0,0.13333333333333333,0.12,0,39,6,5
avg_diff_160_200,0.907,50,0.94,0.88,0.1,0.3333333333333333,0.0851063829787234,0.05999999999999994,1,43,4,2
avg_diff_over_200,0.942,50,0.94,0.8,0.18,0.3333333333333333,0.1702127659574468,0.1399999999999999,1,39,8,2
