condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
dti_over_30,0.51,249,0.5622489959839357,0.6947791164658634,0.6144578313253012,0.8532110091743119,0.42857142857142855,-0.1325301204819277,93,80,60,16
loan_under_5000,0.53,250,0.672,0.768,0.368,0.7073170731707317,0.20238095238095238,-0.09599999999999997,58,134,34,24
dti_over_25,0.64,250,0.72,0.72,0.432,0.7714285714285715,0.3,0.0,54,126,54,16
dti_under_10,0.67,250,0.716,0.84,0.252,0.6619718309859155,0.0893854748603352,-0.124,47,163,16,24
loan_over_25000,0.75,250,0.76,0.82,0.308,0.7666666666666667,0.1631578947368421,-0.05999999999999994,46,159,31,14
fico_650_680,0.83,249,0.8674698795180723,0.8192771084337349,0.1606425702811245,0.42424242424242425,0.12037037037037036,0.048192771084337394,14,190,26,19
fico_650_700_dti_under_20,0.9,249,0.8995983935742972,0.8995983935742972,0.08032128514056225,0.4,0.044642857142857144,0.0,10,214,10,15
fico_over_700,0.91,250,0.896,0.868,0.068,0.19230769230769232,0.05357142857142857,0.028000000000000025,5,212,12,21
fico_over_750_dti_under_20,0.92,250,0.896,0.884,0.044,0.15384615384615385,0.03125,0.01200000000000001,4,217,7,22
fico_over_750_loan_under_20000,0.93,249,0.9116465863453815,0.8955823293172691,0.05622489959839357,0.22727272727272727,0.039647577092511016,0.016064257028112428,5,218,9,17
