condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0.514,245,0.5061224489795918,0.5183673469387755,0.5836734693877551,0.6033057851239669,0.5645161290322581,-0.01224489795918371,73,54,70,48
avg_diff_005_015,0.545,248,0.5645161290322581,0.5040322580645161,0.5685483870967742,0.5833333333333334,0.5571428571428572,0.06048387096774199,63,62,78,45
avg_diff_015_030,0.606,246,0.5487804878048781,0.5121951219512195,0.4268292682926829,0.43243243243243246,0.4222222222222222,0.03658536585365857,48,78,57,63
avg_diff_030_050,0.667,248,0.6693548387096774,0.5846774193548387,0.3911290322580645,0.4634146341463415,0.35542168674698793,0.08467741935483863,38,107,59,44
avg_diff_050_070,0.732,250,0.704,0.608,0.368,0.4594594594594595,0.32954545454545453,0.09599999999999997,34,118,58,40
avg_diff_070_100,0.801,250,0.784,0.704,0.264,0.42592592592592593,0.2193877551020408,0.08000000000000007,23,153,43,31
avg_diff_100_130,0.851,250,0.836,0.728,0.252,0.43902439024390244,0.215311004784689,0.10799999999999998,18,164,45,23
avg_diff_130_160,0.888,247,0.8582995951417004,0.7044534412955465,0.26720647773279355,0.4,0.24528301886792453,0.15384615384615385,14,160,52,21
avg_diff_160_200,0.907,247,0.8582995951417004,0.7854251012145749,0.23481781376518218,0.5714285714285714,0.1792452830188679,0.07287449392712553,20,174,38,15
avg_diff_over_200,0.942,247,0.9109311740890689,0.7732793522267206,0.25101214574898784,0.6363636363636364,0.21333333333333335,0.13765182186234826,14,177,48,8
