condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0.514,247,0.5465587044534413,0.4534412955465587,0.9919028340080972,0.9910714285714286,0.9925925925925926,0.09311740890688264,111,1,134,1
avg_diff_005_015,0.545,250,0.532,0.464,0.98,0.9743589743589743,0.9849624060150376,0.068,114,2,131,3
avg_diff_015_030,0.606,250,0.568,0.44,0.984,0.9907407407407407,0.9788732394366197,0.12799999999999995,107,3,139,1
avg_diff_030_050,0.667,250,0.68,0.324,0.98,0.975,0.9823529411764705,0.35600000000000004,78,3,167,2
avg_diff_050_070,0.732,250,0.728,0.28,0.984,0.9852941176470589,0.9835164835164835,0.44799999999999995,67,3,179,1
avg_diff_070_100,0.801,250,0.804,0.228,0.96,0.9795918367346939,0.9552238805970149,0.5760000000000001,48,9,192,1
avg_diff_100_130,0.851,250,0.876,0.132,0.968,0.9032258064516129,0.9771689497716894,0.744,28,5,214,3
avg_diff_130_160,0.888,250,0.888,0.152,0.936,0.8928571428571429,0.9414414414414415,0.736,25,13,209,3
avg_diff_160_200,0.907,250,0.904,0.164,0.924,0.9583333333333334,0.9203539823008849,0.74,23,18,208,1
avg_diff_over_200,0.942,250,0.944,0.136,0.912,0.9285714285714286,0.9110169491525424,0.8079999999999999,13,21,215,1
