condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
dti_over_30,0.51,250,0.724,0.276,1.0,1.0,1.0,0.44799999999999995,69,0,181,0
loan_under_5000,0.53,249,0.7670682730923695,0.23293172690763053,1.0,1.0,1.0,0.5341365461847389,58,0,191,0
dti_over_25,0.64,250,0.804,0.196,1.0,1.0,1.0,0.6080000000000001,49,0,201,0
dti_under_10,0.67,250,0.768,0.232,1.0,1.0,1.0,0.536,58,0,192,0
loan_over_25000,0.75,250,0.816,0.184,1.0,1.0,1.0,0.6319999999999999,46,0,204,0
fico_650_680,0.83,250,0.868,0.132,1.0,1.0,1.0,0.736,33,0,217,0
fico_650_700_dti_under_20,0.9,250,0.916,0.084,1.0,1.0,1.0,0.8320000000000001,21,0,229,0
fico_over_700,0.91,250,0.892,0.108,1.0,1.0,1.0,0.784,27,0,223,0
fico_over_750_dti_under_20,0.92,250,0.9,0.1,1.0,1.0,1.0,0.8,25,0,225,0
fico_over_750_loan_under_20000,0.93,250,0.916,0.084,1.0,1.0,1.0,0.8320000000000001,21,0,229,0
