condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
dti_over_30,0.51,146,0.9315068493150684,0.4931506849315068,0.547945205479452,0.8,0.5294117647058824,0.4383561643835616,8,64,72,2
loan_under_5000,0.53,151,0.847682119205298,0.5629139072847682,0.48344370860927155,0.6521739130434783,0.453125,0.2847682119205298,15,70,58,8
dti_over_25,0.64,156,0.9166666666666666,0.5576923076923077,0.48717948717948717,0.7692307692307693,0.46153846153846156,0.3589743589743589,10,77,66,3
dti_under_10,0.67,150,0.9133333333333333,0.6133333333333333,0.42,0.6923076923076923,0.39416058394160586,0.30000000000000004,9,83,54,4
loan_over_25000,0.75,163,0.9141104294478528,0.5276073619631901,0.50920245398773,0.7142857142857143,0.4899328859060403,0.3865030674846627,10,76,73,4
fico_650_680,0.83,145,0.9310344827586207,0.4827586206896552,0.5448275862068965,0.7,0.5333333333333333,0.44827586206896547,7,63,72,3
fico_650_700_dti_under_20,0.9,151,0.9271523178807947,0.5894039735099338,0.47019867549668876,0.9090909090909091,0.4357142857142857,0.3377483443708609,10,79,61,1
fico_over_700,0.91,179,0.9162011173184358,0.7262569832402235,0.27932960893854747,0.5333333333333333,0.25609756097560976,0.1899441340782123,8,122,42,7
fico_over_750_dti_under_20,0.92,190,0.9105263157894737,0.7210526315789474,0.24210526315789474,0.29411764705882354,0.23699421965317918,0.18947368421052635,5,132,41,12
fico_over_750_loan_under_20000,0.93,195,0.9179487179487179,0.7897435897435897,0.21025641025641026,0.5,0.18435754189944134,0.1282051282051282,8,146,33,8
