condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
fico_650_680,0,250,0.328,0.668,0.98,0.9821428571428571,0.975609756097561,-0.34,165,2,80,3
fico_over_750_loan_under_20000,0,250,0.92,0.26,0.812,0.95,0.8,0.66,19,46,184,1
loan_under_5000,0,250,0.748,0.296,0.94,0.9682539682539683,0.93048128342246,0.452,61,13,174,2
dti_over_25,0,250,0.78,0.324,0.888,0.9818181818181818,0.8615384615384616,0.456,54,27,168,1
dti_over_30,0,250,0.82,0.252,0.92,0.9777777777777777,0.9073170731707317,0.568,44,19,186,1
fico_650_700_dti_under_20,0,250,0.352,0.66,0.964,0.9814814814814815,0.9318181818181818,-0.30800000000000005,159,6,82,3
fico_over_700,0,250,0.872,0.276,0.828,0.90625,0.8165137614678899,0.596,29,40,178,3
dti_under_10,0,250,0.696,0.36,0.92,0.9605263157894737,0.9022988505747126,0.33599999999999997,73,17,157,3
fico_over_750_dti_under_20,0,250,0.892,0.308,0.776,0.8888888888888888,0.7623318385650224,0.5840000000000001,24,53,170,3
loan_over_25000,0,250,0.712,0.392,0.896,1.0,0.8539325842696629,0.31999999999999995,72,26,152,0
