condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
no_special_requests,0.523,250,0.588,0.492,0.664,0.6893203883495146,0.6462585034013606,0.09599999999999997,71,52,95,32
lead_90_180,0.554,250,0.572,0.44,0.78,0.7570093457943925,0.7972027972027972,0.13199999999999995,81,29,114,26
lead_30_90,0.622,250,0.62,0.448,0.78,0.8,0.7677419354838709,0.172,76,36,119,19
no_prev_cancel,0.661,250,0.64,0.448,0.736,0.7555555555555555,0.725,0.192,68,44,116,22
no_deposit,0.716,250,0.764,0.348,0.784,0.7796610169491526,0.7853403141361257,0.41600000000000004,46,41,150,13
has_special_requests,0.783,250,0.744,0.368,0.832,0.890625,0.8118279569892473,0.376,57,35,151,7
lead_under_30,0.818,250,0.808,0.328,0.712,0.6041666666666666,0.7376237623762376,0.48000000000000004,29,53,149,19
lead_under_30_special,0.866,250,0.82,0.296,0.836,0.8666666666666667,0.8292682926829268,0.524,39,35,170,6
lead_under_7,0.906,250,0.9,0.404,0.64,0.72,0.6311111111111111,0.496,18,83,142,7
repeated_special,0.95,250,0.9,0.636,0.408,0.72,0.37333333333333335,0.264,18,141,84,7
