condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0,250,0.556,0.528,0.468,0,0,0,55,77,62,56
avg_diff_130_160,0,250,0.888,0.872,0.024,0,0,0,1,217,5,27
avg_diff_100_130,0,250,0.848,0.82,0.052,0,0,0,3,202,10,35
avg_diff_015_030,0,250,0.628,0.644,0.016,0,0,0,4,157,0,89
avg_diff_160_200,0,250,0.936,0.924,0.02,0,0,0,1,230,4,15
avg_diff_070_100,0,250,0.836,0.82,0.032,0,0,0,2,203,6,39
avg_diff_over_200,0,250,0.908,0.872,0.116,0,0,0,10,208,19,13
avg_diff_005_015,0,250,0.608,0.5,0.404,0,0,0,37,88,64,61
avg_diff_030_050,0,250,0.66,0.648,0.028,0,0,0,2,160,5,83
avg_diff_050_070,0,250,0.716,0.712,0.028,0,0,0,3,175,4,68
