condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
dti_over_30,0.51,250,0.708,0.436,0.832,0.958904109589041,0.7796610169491526,0.27199999999999996,70,39,138,3
loan_under_5000,0.53,250,0.744,0.5,0.724,0.9375,0.6505376344086021,0.244,60,65,121,4
dti_over_25,0.64,250,0.72,0.356,0.9,0.9571428571428572,0.8777777777777778,0.364,67,22,158,3
dti_under_10,0.67,250,0.788,0.48,0.684,0.8867924528301887,0.6294416243654822,0.30800000000000005,47,73,124,6
loan_over_25000,0.75,250,0.764,0.536,0.66,0.9152542372881356,0.581151832460733,0.22799999999999998,54,80,111,5
fico_650_680,0.83,250,0.868,0.508,0.576,0.8181818181818182,0.5391705069124424,0.36,27,100,117,6
fico_650_700_dti_under_20,0.9,250,0.916,0.92,0.012,0.09523809523809523,0.004366812227074236,-0.0040000000000000036,2,228,1,19
fico_over_700,0.91,250,0.892,0.86,0.072,0.18518518518518517,0.05829596412556054,0.03200000000000003,5,210,13,22
fico_over_750_dti_under_20,0.92,250,0.9,0.9,0.0,0.0,0.0,0.0,0,225,0,25
fico_over_750_loan_under_20000,0.93,250,0.916,0.916,0.008,0.047619047619047616,0.004366812227074236,0.0,1,228,1,20
