condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
no_special_requests,0.523,250,0.504,0.532,0.14,0.1693548387096774,0.1111111111111111,-0.028000000000000025,21,112,14,103
lead_90_180,0.554,249,0.5461847389558233,0.5180722891566265,0.285140562248996,0.2831858407079646,0.2867647058823529,0.028112449799196804,32,97,39,81
lead_30_90,0.622,246,0.5772357723577236,0.5447154471544715,0.2032520325203252,0.20192307692307693,0.20422535211267606,0.0325203252032521,21,113,29,83
no_prev_cancel,0.661,250,0.632,0.624,0.032,0.03260869565217391,0.03164556962025317,0.008000000000000007,3,153,5,89
no_deposit,0.716,248,0.6814516129032258,0.6895161290322581,0.18548387096774194,0.3037974683544304,0.1301775147928994,-0.008064516129032362,24,147,22,55
has_special_requests,0.783,250,0.756,0.74,0.032,0.03278688524590164,0.031746031746031744,0.016000000000000014,2,183,6,59
lead_under_30,0.818,245,0.7836734693877551,0.7306122448979592,0.1510204081632653,0.22641509433962265,0.13020833333333334,0.05306122448979589,12,167,25,41
lead_under_30_special,0.866,248,0.8145161290322581,0.8145161290322581,0.04838709677419355,0.13043478260869565,0.0297029702970297,0.0,6,196,6,40
lead_under_7,0.906,245,0.726530612244898,0.7755102040816326,0.2938775510204082,0.6268656716417911,0.16853932584269662,-0.048979591836734615,42,148,30,25
repeated_special,0.95,250,0.976,0.972,0.004,0.0,0.004098360655737705,0.0040000000000000036,0,243,1,6
