condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
no_special_requests,0.523,250,0.536,0.432,0.56,0.49137931034482757,0.6194029850746269,0.10400000000000004,57,51,83,59
lead_90_180,0.554,247,0.5384615384615384,0.4939271255060729,0.5951417004048583,0.5964912280701754,0.5939849624060151,0.04453441295546556,68,54,79,46
lead_30_90,0.622,249,0.6184738955823293,0.5180722891566265,0.42971887550200805,0.43157894736842106,0.42857142857142855,0.10040160642570284,41,88,66,54
no_prev_cancel,0.661,249,0.6385542168674698,0.5903614457831325,0.24096385542168675,0.26666666666666666,0.22641509433962265,0.04819277108433728,24,123,36,66
no_deposit,0.716,247,0.6396761133603239,0.631578947368421,0.3805668016194332,0.5168539325842697,0.3037974683544304,0.00809716599190291,46,110,48,43
has_special_requests,0.783,249,0.7550200803212851,0.6626506024096386,0.14056224899598393,0.09836065573770492,0.15425531914893617,0.09236947791164651,6,159,29,55
lead_under_30,0.818,245,0.7755102040816326,0.6448979591836734,0.32653061224489793,0.43636363636363634,0.29473684210526313,0.1306122448979592,24,134,56,31
lead_under_30_special,0.866,247,0.8259109311740891,0.7206477732793523,0.1700404858299595,0.18604651162790697,0.16666666666666666,0.10526315789473684,8,170,34,35
lead_under_7,0.906,241,0.7427385892116183,0.7302904564315352,0.4107883817427386,0.7741935483870968,0.2849162011173184,0.012448132780083054,48,128,51,14
repeated_special,0.95,250,0.976,0.928,0.048,0.0,0.04918032786885246,0.04799999999999993,0,232,12,6
