condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_over_200,0,250,0.948,0.58,0.416,0.46153846153846156,0.41350210970464135,0.368,6,139,98,7
avg_diff_100_130,0,250,0.848,0.392,0.664,0.6842105263157895,0.660377358490566,0.45599999999999996,26,72,140,12
avg_diff_050_070,0,250,0.72,0.44,0.664,0.6857142857142857,0.6555555555555556,0.27999999999999997,48,62,118,22
avg_diff_130_160,0,250,0.888,0.412,0.572,0.42857142857142855,0.5900900900900901,0.47600000000000003,12,91,131,16
avg_diff_015_030,0,250,0.628,0.436,0.776,0.7849462365591398,0.7707006369426752,0.192,73,36,121,20
avg_diff_under_005,0,250,0.56,0.492,0.548,0.5454545454545454,0.55,0.06800000000000006,60,63,77,50
avg_diff_160_200,0,250,0.936,0.552,0.456,0.5625,0.44871794871794873,0.384,9,129,105,7
avg_diff_070_100,0,250,0.836,0.44,0.62,0.6829268292682927,0.6076555023923444,0.39599999999999996,28,82,127,13
avg_diff_005_015,0,250,0.604,0.496,0.74,0.797979797979798,0.7019867549668874,0.10799999999999998,79,45,106,20
avg_diff_030_050,0,250,0.66,0.416,0.756,0.7529411764705882,0.7575757575757576,0.24400000000000005,64,40,125,21
