condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
female_vs_male,0.5,234,0.5042735042735043,0.4829059829059829,0.7564102564102564,0.7413793103448276,0.7711864406779662,0.021367521367521347,86,27,91,30
fit_vs_fat,0.54,246,0.5975609756097561,0.45121951219512196,0.6585365853658537,0.6363636363636364,0.673469387755102,0.1463414634146341,63,48,99,36
high_vs_low_status,0.57,241,0.5186721991701245,0.49377593360995853,0.6721991701244814,0.6724137931034483,0.672,0.024896265560165998,78,41,84,38
legal_crossing,0.64,242,0.6115702479338843,0.41735537190082644,0.7479338842975206,0.7127659574468085,0.7702702702702703,0.19421487603305781,67,34,114,27
one_more_person,0.67,242,0.512396694214876,0.47107438016528924,0.628099173553719,0.6016949152542372,0.6532258064516129,0.04132231404958675,71,43,81,47
young_vs_old,0.74,247,0.6963562753036437,0.41295546558704455,0.631578947368421,0.5733333333333334,0.6569767441860465,0.2834008097165992,43,59,113,32
humans_vs_pets,0.79,248,0.7258064516129032,0.4112903225806452,0.6129032258064516,0.5441176470588235,0.6388888888888888,0.31451612903225806,37,65,115,31
four_plus_more,0.84,241,0.5352697095435685,0.5103734439834025,0.6224066390041494,0.6428571428571429,0.6046511627906976,0.024896265560165998,72,51,78,40
legal_and_more,0.87,248,0.7298387096774194,0.3387096774193548,0.7379032258064516,0.6417910447761194,0.7734806629834254,0.39112903225806456,43,41,140,24
legal_3plus_more,0.91,245,0.7591836734693878,0.3510204081632653,0.6857142857142857,0.576271186440678,0.7204301075268817,0.40816326530612246,34,52,134,25
