condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
female_vs_male,0.5,231,0.48484848484848486,0.5151515151515151,0.9913419913419913,0.9915966386554622,0.9910714285714286,-0.030303030303030276,118,1,111,1
fit_vs_fat,0.54,244,0.5327868852459017,0.45901639344262296,0.9918032786885246,0.9824561403508771,1.0,0.07377049180327871,112,0,130,2
high_vs_low_status,0.57,235,0.548936170212766,0.4723404255319149,0.9702127659574468,0.9905660377358491,0.9534883720930233,0.07659574468085106,105,6,123,1
legal_crossing,0.64,239,0.6569037656903766,0.34309623430962344,0.9665271966527197,0.9512195121951219,0.9745222929936306,0.3138075313807531,78,4,153,4
one_more_person,0.67,245,0.5673469387755102,0.46530612244897956,0.9591836734693877,0.9905660377358491,0.935251798561151,0.10204081632653067,105,9,130,1
young_vs_old,0.74,246,0.6788617886178862,0.3333333333333333,0.9634146341463414,0.9620253164556962,0.9640718562874252,0.34552845528455284,76,6,161,3
humans_vs_pets,0.79,247,0.7611336032388664,0.2631578947368421,0.9757085020242915,1.0,0.9680851063829787,0.4979757085020243,59,6,182,0
four_plus_more,0.84,249,0.7630522088353414,0.25301204819277107,0.9518072289156626,0.9322033898305084,0.9578947368421052,0.5100401606425704,55,8,182,4
legal_and_more,0.87,244,0.7336065573770492,0.29098360655737704,0.9344262295081968,0.9230769230769231,0.9385474860335196,0.4426229508196721,60,11,168,5
legal_3plus_more,0.91,244,0.7868852459016393,0.25,0.9467213114754098,0.9615384615384616,0.9427083333333334,0.5368852459016393,50,11,181,2
