condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
no_special_requests,0.523,250,0.516,0.484,1.0,1.0,1.0,0.03200000000000003,121,0,129,0
lead_90_180,0.554,247,0.5546558704453441,0.44534412955465585,1.0,1.0,1.0,0.10931174089068829,110,0,137,0
lead_30_90,0.622,250,0.604,0.396,1.0,1.0,1.0,0.20799999999999996,99,0,151,0
no_prev_cancel,0.661,250,0.632,0.368,1.0,1.0,1.0,0.264,92,0,158,0
no_deposit,0.716,250,0.668,0.332,1.0,1.0,1.0,0.336,83,0,167,0
has_special_requests,0.783,250,0.756,0.244,1.0,1.0,1.0,0.512,61,0,189,0
lead_under_30,0.818,247,0.8016194331983806,0.19838056680161945,1.0,1.0,1.0,0.6032388663967612,49,0,198,0
lead_under_30_special,0.866,250,0.832,0.168,1.0,1.0,1.0,0.6639999999999999,42,0,208,0
lead_under_7,0.906,242,0.8842975206611571,0.11570247933884298,1.0,1.0,1.0,0.7685950413223142,28,0,214,0
repeated_special,0.95,250,0.976,0.04,0.984,1.0,0.9836065573770492,0.9359999999999999,6,4,240,0
