condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
contains_vandal,0,250,0.724,0.628,0.288,0,0,0,24,133,48,45
contains_please,0,250,0.916,0.776,0.188,0,0,0,6,188,41,15
contains_stop,0,250,0.772,0.7,0.192,0,0,0,15,160,33,42
contains_troll,0,250,0.676,0.672,0.228,0,0,0,28,140,29,53
contains_wikipedia,0,250,0.892,0.816,0.132,0,0,0,7,197,26,20
contains_page,0,250,0.908,0.776,0.172,0,0,0,5,189,38,18
contains_love,0,250,0.844,0.764,0.176,0,0,0,12,179,32,27
contains_link,0,250,0.916,0.812,0.168,0,0,0,8,195,34,13
contains_thank,0,250,0.956,0.896,0.084,0,0,0,3,221,18,8
contains_article,0,250,0.896,0.736,0.208,0,0,0,6,178,46,20
