condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
contains_troll,0.52,247,0.6963562753036437,0.46558704453441296,0.659919028340081,0.7066666666666667,0.6395348837209303,0.23076923076923078,53,62,110,22
contains_vandal,0.61,244,0.7418032786885246,0.4344262295081967,0.569672131147541,0.5079365079365079,0.5911602209944752,0.3073770491803279,32,74,107,31
contains_stop,0.67,247,0.631578947368421,0.47368421052631576,0.5141700404858299,0.4835164835164835,0.532051282051282,0.15789473684210525,44,73,83,47
contains_love,0.74,240,0.8,0.5666666666666667,0.5,0.6666666666666666,0.4583333333333333,0.2333333333333334,32,104,88,16
contains_wikipedia,0.85,246,0.7235772357723578,0.5203252032520326,0.4634146341463415,0.47058823529411764,0.4606741573033708,0.2032520325203252,32,96,82,36
contains_page,0.87,244,0.7786885245901639,0.5737704918032787,0.4180327868852459,0.48148148148148145,0.4,0.20491803278688525,26,114,76,28
contains_article,0.92,246,0.7926829268292683,0.5447154471544715,0.46747967479674796,0.5294117647058824,0.4512820512820513,0.24796747967479682,27,107,88,24
contains_please,0.92,244,0.7131147540983607,0.5286885245901639,0.38934426229508196,0.35714285714285715,0.40229885057471265,0.18442622950819676,25,104,70,45
contains_link,0.94,239,0.7531380753138075,0.5815899581589958,0.39748953974895396,0.4576271186440678,0.37777777777777777,0.17154811715481166,27,112,68,32
contains_thank,0.96,244,0.7459016393442623,0.6024590163934426,0.2827868852459016,0.27419354838709675,0.2857142857142857,0.14344262295081978,17,130,52,45
