condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
contains_troll,0.52,249,0.6184738955823293,0.6345381526104418,0.39357429718875503,0.5368421052631579,0.3051948051948052,-0.016064257028112428,51,107,47,44
contains_vandal,0.61,249,0.7469879518072289,0.6987951807228916,0.3534136546184739,0.6031746031746031,0.26881720430107525,0.04819277108433728,38,136,50,25
contains_stop,0.67,250,0.712,0.688,0.312,0.5,0.23595505617977527,0.02400000000000002,36,136,42,36
contains_love,0.74,250,0.788,0.764,0.208,0.4339622641509434,0.14720812182741116,0.02400000000000002,23,168,29,30
contains_wikipedia,0.85,250,0.86,0.82,0.2,0.5714285714285714,0.13953488372093023,0.040000000000000036,20,185,30,15
contains_page,0.87,250,0.892,0.864,0.172,0.6666666666666666,0.11210762331838565,0.028000000000000025,18,198,25,9
contains_article,0.92,250,0.864,0.84,0.168,0.5294117647058824,0.1111111111111111,0.02400000000000002,18,192,24,16
contains_please,0.92,250,0.892,0.844,0.176,0.5925925925925926,0.12556053811659193,0.04800000000000004,16,195,28,11
contains_link,0.94,250,0.884,0.852,0.136,0.4482758620689655,0.09502262443438914,0.03200000000000003,13,200,21,16
contains_thank,0.96,250,0.936,0.92,0.096,0.625,0.05982905982905983,0.016000000000000014,10,220,14,6
