condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
dti_over_30,0.51,250,0.452,0.548,0.976,0.9781021897810219,0.9734513274336283,-0.09600000000000003,134,3,110,3
loan_under_5000,0.53,250,0.472,0.544,0.976,0.9924242424242424,0.9576271186440678,-0.07200000000000006,131,5,113,1
dti_over_25,0.64,250,0.636,0.412,0.936,0.978021978021978,0.9119496855345912,0.22400000000000003,89,14,145,2
dti_under_10,0.67,250,0.648,0.38,0.948,0.9659090909090909,0.9382716049382716,0.268,85,10,152,3
loan_over_25000,0.75,250,0.716,0.336,0.916,0.9436619718309859,0.9050279329608939,0.37999999999999995,67,17,162,4
fico_650_680,0.83,250,0.82,0.26,0.896,0.9333333333333333,0.8878048780487805,0.5599999999999999,42,23,182,3
fico_650_700_dti_under_20,0.9,250,0.888,0.316,0.732,0.7142857142857143,0.7342342342342343,0.5720000000000001,20,59,163,8
fico_over_700,0.91,250,0.892,0.34,0.752,0.9259259259259259,0.7309417040358744,0.552,25,60,163,2
fico_over_750_dti_under_20,0.92,250,0.896,0.36,0.672,0.6538461538461539,0.6741071428571429,0.536,17,73,151,9
fico_over_750_loan_under_20000,0.93,250,0.944,0.352,0.688,0.8571428571428571,0.6779661016949152,0.592,12,76,160,2
