condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
female_vs_male,0.5,250,0.52,0.484,0.996,1.0,0.9923076923076923,0.03600000000000003,120,1,129,0
fit_vs_fat,0.54,250,0.536,0.468,0.996,1.0,0.9925373134328358,0.068,116,1,133,0
high_vs_low_status,0.57,250,0.548,0.456,0.988,0.9911504424778761,0.9854014598540146,0.09200000000000003,112,2,135,1
legal_crossing,0.64,250,0.656,0.356,0.972,0.9767441860465116,0.9695121951219512,0.30000000000000004,84,5,159,2
one_more_person,0.67,250,0.6,0.4,0.992,0.99,0.9933333333333333,0.19999999999999996,99,1,149,1
young_vs_old,0.74,250,0.684,0.324,0.992,1.0,0.9883040935672515,0.36000000000000004,79,2,169,0
humans_vs_pets,0.79,250,0.832,0.176,0.984,0.9761904761904762,0.9855769230769231,0.6559999999999999,41,3,205,1
four_plus_more,0.84,250,0.608,0.392,1.0,1.0,1.0,0.21599999999999997,98,0,152,0
legal_and_more,0.87,250,0.872,0.148,0.972,0.96875,0.9724770642201835,0.724,31,6,212,1
legal_3plus_more,0.91,250,0.892,0.2,0.876,0.8518518518518519,0.8789237668161435,0.692,23,27,196,4
