condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
no_special_requests,0.523,250,0.54,0.432,0.364,0.2782608695652174,0.43703703703703706,0.10800000000000004,32,76,59,83
lead_90_180,0.554,250,0.552,0.528,0.352,0.36607142857142855,0.34057971014492755,0.02400000000000002,41,91,47,71
lead_30_90,0.622,250,0.568,0.544,0.36,0.3888888888888889,0.3380281690140845,0.02399999999999991,42,94,48,66
no_prev_cancel,0.661,250,0.652,0.544,0.292,0.26436781609195403,0.3067484662576687,0.10799999999999998,23,113,50,64
no_deposit,0.716,250,0.728,0.572,0.292,0.25,0.3076923076923077,0.15600000000000003,17,126,56,51
has_special_requests,0.783,250,0.744,0.576,0.288,0.234375,0.3064516129032258,0.16800000000000004,15,129,57,49
lead_under_30,0.818,250,0.828,0.604,0.328,0.3023255813953488,0.3333333333333333,0.22399999999999998,13,138,69,30
lead_under_30_special,0.866,250,0.876,0.672,0.244,0.16129032258064516,0.2557077625570776,0.20399999999999996,5,163,56,26
lead_under_7,0.906,250,0.888,0.692,0.268,0.32142857142857145,0.26126126126126126,0.19600000000000006,9,164,58,19
repeated_special,0.95,250,0.912,0.892,0.076,0.3181818181818182,0.05263157894736842,0.020000000000000018,7,216,12,15
