condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
no_special_requests,0.523,250,0.476,0.532,0.896,0.9083969465648855,0.8823529411764706,-0.05600000000000005,119,14,105,12
lead_90_180,0.554,241,0.5145228215767634,0.4730290456431535,0.9045643153526971,0.8888888888888888,0.9193548387096774,0.04149377593360992,104,10,114,13
lead_30_90,0.622,250,0.56,0.5,0.844,0.8909090909090909,0.8071428571428572,0.06000000000000005,98,27,113,12
no_prev_cancel,0.661,250,0.652,0.432,0.724,0.7241379310344828,0.7239263803680982,0.22000000000000003,63,45,118,24
no_deposit,0.716,249,0.7269076305220884,0.3253012048192771,0.8755020080321285,0.8676470588235294,0.8784530386740331,0.4016064257028113,59,22,159,9
has_special_requests,0.783,250,0.74,0.384,0.756,0.7692307692307693,0.7513513513513513,0.356,50,46,139,15
lead_under_30,0.818,222,0.8378378378378378,0.25675675675675674,0.8243243243243243,0.75,0.8387096774193549,0.5810810810810811,27,30,156,9
lead_under_30_special,0.866,210,0.8761904761904762,0.26666666666666666,0.8095238095238095,0.8076923076923077,0.8097826086956522,0.6095238095238096,21,35,149,5
lead_under_7,0.906,220,0.8818181818181818,0.3,0.7636363636363637,0.7692307692307693,0.7628865979381443,0.5818181818181818,20,46,148,6
repeated_special,0.95,250,0.932,0.528,0.476,0.5294117647058824,0.4721030042918455,0.404,9,123,110,8
