condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
contains_troll,0.52,250,0.736,0.708,0.204,0.3333333333333333,0.15760869565217392,0.028000000000000025,22,155,29,44
contains_vandal,0.61,250,0.74,0.744,0.14,0.27692307692307694,0.0918918918918919,-0.0040000000000000036,18,168,17,47
contains_stop,0.67,250,0.792,0.792,0.12,0.28846153846153844,0.07575757575757576,0.0,15,183,15,37
contains_love,0.74,250,0.844,0.836,0.136,0.41025641025641024,0.08530805687203792,0.008000000000000007,16,193,18,23
contains_wikipedia,0.85,250,0.9,0.88,0.06,0.2,0.044444444444444446,0.020000000000000018,5,215,10,20
contains_page,0.87,250,0.936,0.912,0.04,0.125,0.03418803418803419,0.02400000000000002,2,226,8,14
contains_article,0.92,250,0.888,0.888,0.064,0.2857142857142857,0.036036036036036036,0.0,8,214,8,20
contains_please,0.92,250,0.932,0.94,0.04,0.35294117647058826,0.017167381974248927,-0.007999999999999896,6,229,4,11
contains_link,0.94,250,0.936,0.94,0.028,0.25,0.01282051282051282,-0.0039999999999998925,4,231,3,12
contains_thank,0.96,250,0.952,0.964,0.028,0.4166666666666667,0.008403361344537815,-0.01200000000000001,5,236,2,7
