condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
dti_over_30,0.51,25,0.52,0.6,0.8,0.9166666666666666,0.6923076923076923,-0.07999999999999996,11,4,9,1
loan_under_5000,0.53,25,0.44,0.8,0.6,0.8571428571428571,0.2727272727272727,-0.36000000000000004,12,8,3,2
dti_over_25,0.64,25,0.6,0.64,0.68,0.9,0.5333333333333333,-0.040000000000000036,9,7,8,1
dti_under_10,0.67,25,0.64,0.56,0.64,0.7777777777777778,0.5625,0.07999999999999996,7,7,9,2
loan_over_25000,0.75,25,0.84,0.64,0.44,0.75,0.38095238095238093,0.19999999999999996,3,13,8,1
fico_650_680,0.83,25,0.92,0.96,0.12,1.0,0.043478260869565216,-0.039999999999999925,2,22,1,0
fico_650_700_dti_under_20,0.9,25,0.96,0.88,0.08,0.0,0.08333333333333333,0.07999999999999996,0,22,2,1
fico_over_700,0.91,25,0.84,0.84,0.08,0.25,0.047619047619047616,0.0,1,20,1,3
fico_over_750_dti_under_20,0.92,25,0.96,0.96,0.0,0.0,0.0,0.0,0,24,0,1
fico_over_750_loan_under_20000,0.93,25,0.84,0.88,0.12,0.5,0.047619047619047616,-0.040000000000000036,2,20,1,2
