condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
contains_troll,0.52,250,0.624,0.356,0.812,0.723404255319149,0.8653846153846154,0.268,68,21,135,26
contains_vandal,0.61,250,0.72,0.308,0.86,0.8,0.8833333333333333,0.412,56,21,159,14
contains_stop,0.67,250,0.676,0.328,0.844,0.7654320987654321,0.8816568047337278,0.34800000000000003,62,20,149,19
contains_love,0.74,249,0.7550200803212851,0.24497991967871485,0.9116465863453815,0.819672131147541,0.9414893617021277,0.5100401606425702,50,11,177,11
contains_wikipedia,0.85,250,0.836,0.216,0.876,0.7804878048780488,0.8947368421052632,0.62,32,22,187,9
contains_page,0.87,250,0.864,0.168,0.888,0.7058823529411765,0.9166666666666666,0.696,24,18,198,10
contains_article,0.92,250,0.852,0.248,0.86,0.8648648648648649,0.8591549295774648,0.604,32,30,183,5
contains_please,0.92,250,0.88,0.172,0.884,0.7333333333333333,0.9045454545454545,0.708,22,21,199,8
contains_link,0.94,249,0.8714859437751004,0.18072289156626506,0.8594377510040161,0.65625,0.8894009216589862,0.6907630522088353,21,24,193,11
contains_thank,0.96,250,0.948,0.128,0.908,0.8461538461538461,0.9113924050632911,0.82,11,21,216,2
