condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0.514,220,0.5636363636363636,0.5590909090909091,0.6590909090909091,0.75,0.5887096774193549,0.004545454545454519,72,51,73,24
avg_diff_005_015,0.545,250,0.604,0.512,0.524,0.5454545454545454,0.5099337748344371,0.09199999999999997,54,74,77,45
avg_diff_015_030,0.606,250,0.628,0.52,0.412,0.40860215053763443,0.4140127388535032,0.10799999999999998,38,92,65,55
avg_diff_030_050,0.667,250,0.66,0.544,0.292,0.25882352941176473,0.3090909090909091,0.11599999999999999,22,114,51,63
avg_diff_050_070,0.732,250,0.72,0.552,0.288,0.21428571428571427,0.31666666666666665,0.16799999999999993,15,123,57,55
avg_diff_070_100,0.801,250,0.836,0.672,0.22,0.17073170731707318,0.22966507177033493,0.16399999999999992,7,161,48,34
avg_diff_100_130,0.851,249,0.8473895582329317,0.7269076305220884,0.1686746987951807,0.15789473684210525,0.17061611374407584,0.12048192771084332,6,175,36,32
avg_diff_130_160,0.888,250,0.888,0.788,0.164,0.2857142857142857,0.14864864864864866,0.09999999999999998,8,189,33,20
avg_diff_160_200,0.907,249,0.9357429718875502,0.8232931726907631,0.13654618473895583,0.1875,0.13304721030042918,0.1124497991967871,3,202,31,13
avg_diff_over_200,0.942,248,0.9516129032258065,0.7943548387096774,0.15725806451612903,0.0,0.1652542372881356,0.15725806451612911,0,197,39,12
