condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
dti_over_30,0.51,248,0.5443548387096774,0.5161290322580645,0.7217741935483871,0.7610619469026548,0.6888888888888889,0.028225806451612878,86,42,93,27
loan_under_5000,0.53,250,0.648,0.624,0.536,0.7272727272727273,0.43209876543209874,0.02400000000000002,64,92,70,24
dti_over_25,0.64,250,0.68,0.624,0.512,0.7125,0.4176470588235294,0.05600000000000005,57,99,71,23
dti_under_10,0.67,250,0.736,0.628,0.42,0.5909090909090909,0.358695652173913,0.10799999999999998,39,118,66,27
loan_over_25000,0.75,250,0.744,0.632,0.464,0.6875,0.3870967741935484,0.11199999999999999,44,114,72,20
fico_650_680,0.83,248,0.8629032258064516,0.717741935483871,0.24193548387096775,0.35294117647058826,0.22429906542056074,0.14516129032258063,12,166,48,22
fico_650_700_dti_under_20,0.9,249,0.9036144578313253,0.8152610441767069,0.11244979919678715,0.125,0.1111111111111111,0.08835341365461846,3,200,25,21
fico_over_700,0.91,250,0.9,0.876,0.088,0.32,0.06222222222222222,0.02400000000000002,8,211,14,17
fico_over_750_dti_under_20,0.92,250,0.872,0.872,0.072,0.28125,0.04128440366972477,0.0,9,209,9,23
fico_over_750_loan_under_20000,0.93,250,0.92,0.868,0.06,0.05,0.06086956521739131,0.052000000000000046,1,216,14,19
