condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
contains_troll,0.52,250,0.688,0.596,0.62,0.8461538461538461,0.5174418604651163,0.09199999999999997,66,83,89,12
contains_vandal,0.61,250,0.728,0.624,0.504,0.7352941176470589,0.4175824175824176,0.10399999999999998,50,106,76,18
contains_stop,0.67,250,0.62,0.704,0.556,0.8421052631578947,0.38064516129032255,-0.08399999999999996,80,96,59,15
contains_love,0.74,250,0.764,0.688,0.436,0.7627118644067796,0.33507853403141363,0.07600000000000007,45,127,64,14
contains_wikipedia,0.85,250,0.824,0.8,0.328,0.8636363636363636,0.21359223300970873,0.02399999999999991,38,162,44,6
contains_page,0.87,250,0.832,0.836,0.308,0.9285714285714286,0.18269230769230768,-0.0040000000000000036,39,170,38,3
contains_article,0.92,242,0.8388429752066116,0.7851239669421488,0.29338842975206614,0.7435897435897436,0.20689655172413793,0.05371900826446274,29,161,42,10
contains_please,0.92,250,0.868,0.844,0.256,0.8787878787878788,0.16129032258064516,0.02400000000000002,29,182,35,4
contains_link,0.94,250,0.848,0.824,0.272,0.8157894736842105,0.17452830188679244,0.02400000000000002,31,175,37,7
contains_thank,0.96,250,0.904,0.88,0.184,0.8333333333333334,0.11504424778761062,0.02400000000000002,20,200,26,4
