condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
female_vs_male,0.5,250,0.556,0.444,1.0,1.0,1.0,0.11200000000000004,111,0,139,0
fit_vs_fat,0.54,250,0.624,0.376,1.0,1.0,1.0,0.248,94,0,156,0
high_vs_low_status,0.57,250,0.536,0.464,1.0,1.0,1.0,0.07200000000000001,116,0,134,0
legal_crossing,0.64,250,0.624,0.376,1.0,1.0,1.0,0.248,94,0,156,0
one_more_person,0.67,250,0.596,0.404,1.0,1.0,1.0,0.19199999999999995,101,0,149,0
young_vs_old,0.74,250,0.704,0.296,1.0,1.0,1.0,0.408,74,0,176,0
humans_vs_pets,0.79,250,0.784,0.212,0.996,0.9814814814814815,1.0,0.5720000000000001,53,0,196,1
four_plus_more,0.84,250,0.808,0.192,1.0,1.0,1.0,0.6160000000000001,48,0,202,0
legal_and_more,0.87,250,0.804,0.196,1.0,1.0,1.0,0.6080000000000001,49,0,201,0
legal_3plus_more,0.91,250,0.808,0.192,1.0,1.0,1.0,0.6160000000000001,48,0,202,0
