condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0.514,245,0.5387755102040817,0.5387755102040817,0.6040816326530613,0.6548672566371682,0.5606060606060606,0.0,74,58,74,39
avg_diff_005_015,0.545,247,0.562753036437247,0.47368421052631576,0.5587044534412956,0.5370370370370371,0.5755395683453237,0.08906882591093118,58,59,80,50
avg_diff_015_030,0.606,250,0.592,0.444,0.476,0.4019607843137255,0.527027027027027,0.14799999999999996,41,70,78,61
avg_diff_030_050,0.667,249,0.6465863453815262,0.5622489959839357,0.5100401606425703,0.6022727272727273,0.45962732919254656,0.08433734939759041,53,87,74,35
avg_diff_050_070,0.732,250,0.696,0.576,0.456,0.5526315789473685,0.41379310344827586,0.12,42,102,72,34
avg_diff_070_100,0.801,249,0.7991967871485943,0.5903614457831325,0.41767068273092367,0.52,0.39195979899497485,0.20883534136546178,26,121,78,24
avg_diff_100_130,0.851,250,0.84,0.68,0.32,0.5,0.2857142857142857,0.15999999999999992,20,150,60,20
avg_diff_130_160,0.888,249,0.8835341365461847,0.7228915662650602,0.28112449799196787,0.5172413793103449,0.25,0.1606425702811245,15,165,55,14
avg_diff_160_200,0.907,250,0.88,0.692,0.3,0.4666666666666667,0.2772727272727273,0.18800000000000006,14,159,61,16
avg_diff_over_200,0.942,248,0.9193548387096774,0.6612903225806451,0.3629032258064516,0.65,0.33771929824561403,0.25806451612903225,13,151,77,7
