condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
has_special_requests,0,250,0.736,0.736,0.0,0,0,0,0,184,0,66
lead_30_90,0,250,0.56,0.56,0.008,0,0,0,1,139,1,109
lead_under_7,0,250,0.696,0.872,0.28,0,0,0,57,161,13,19
lead_90_180,0,250,0.548,0.456,0.972,0,0,0,110,4,133,3
lead_under_30,0,250,0.832,0.84,0.008,0,0,0,2,208,0,40
no_prev_cancel,0,250,0.644,0.644,0.0,0,0,0,0,161,0,89
no_deposit,0,250,0.716,0.716,0.0,0,0,0,0,179,0,71
lead_under_30_special,0,250,0.872,0.872,0.0,0,0,0,0,218,0,32
repeated_special,0,250,0.936,0.936,0.0,0,0,0,0,234,0,16
no_special_requests,0,250,0.484,0.516,0.984,0,0,0,127,2,119,2
