condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
contains_page,0,250,0.916,0.472,0.588,0.8571428571428571,0.5633187772925764,0.44400000000000006,18,100,129,3
contains_please,0,250,0.936,0.556,0.508,1.0,0.47435897435897434,0.38,16,123,111,0
contains_thank,0,250,0.948,0.64,0.404,0.9230769230769231,0.3755274261603376,0.30799999999999994,12,148,89,1
contains_link,0,250,0.928,0.488,0.56,0.8333333333333334,0.5387931034482759,0.44000000000000006,15,107,125,3
contains_stop,0,250,0.812,0.38,0.776,0.9148936170212766,0.7438423645320197,0.43200000000000005,43,52,151,4
contains_love,0,250,0.832,0.396,0.772,1.0,0.7259615384615384,0.43599999999999994,42,57,151,0
contains_article,0,250,0.864,0.52,0.608,0.9705882352941176,0.5509259259259259,0.344,33,97,119,1
contains_vandal,0,250,0.804,0.312,0.844,0.8979591836734694,0.8308457711442786,0.49200000000000005,44,34,167,5
contains_troll,0,250,0.744,0.312,0.904,0.921875,0.8978494623655914,0.432,59,19,167,5
contains_wikipedia,0,250,0.9,0.46,0.632,0.96,0.5955555555555555,0.44,24,91,134,1
