condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
no_special_requests,0.523,250,0.476,0.532,0.696,0.7175572519083969,0.6722689075630253,-0.05600000000000005,94,39,80,37
lead_90_180,0.554,250,0.524,0.428,0.6,0.5294117647058824,0.6641221374045801,0.09600000000000003,63,44,87,56
lead_30_90,0.622,250,0.56,0.5,0.26,0.22727272727272727,0.2857142857142857,0.06000000000000005,25,100,40,85
no_prev_cancel,0.661,250,0.652,0.632,0.14,0.1724137931034483,0.12269938650306748,0.020000000000000018,15,143,20,72
no_deposit,0.716,250,0.724,0.664,0.116,0.10144927536231885,0.12154696132596685,0.05999999999999994,7,159,22,62
has_special_requests,0.783,250,0.74,0.708,0.104,0.13846153846153847,0.0918918918918919,0.03200000000000003,9,168,17,56
lead_under_30,0.818,250,0.828,0.82,0.008,0.0,0.00966183574879227,0.008000000000000007,0,205,2,43
lead_under_30_special,0.866,250,0.872,0.856,0.016,0.0,0.01834862385321101,0.016000000000000014,0,214,4,32
lead_under_7,0.906,250,0.876,0.872,0.012,0.03225806451612903,0.0091324200913242,0.0040000000000000036,1,217,2,30
repeated_special,0.95,250,0.932,0.932,0.0,0.0,0.0,0.0,0,233,0,17
