condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
contains_troll,0.52,50,0.62,0.58,0.68,0.8421052631578947,0.5806451612903226,0.040000000000000036,16,13,18,3
contains_vandal,0.61,50,0.68,0.66,0.58,0.875,0.4411764705882353,0.020000000000000018,14,19,15,2
contains_stop,0.67,50,0.86,0.48,0.54,0.5714285714285714,0.5348837209302325,0.38,4,20,23,3
contains_love,0.74,50,0.72,0.58,0.5,0.6428571428571429,0.4444444444444444,0.14,9,20,16,5
contains_wikipedia,0.85,50,0.88,0.84,0.2,0.6666666666666666,0.13636363636363635,0.040000000000000036,4,38,6,2
contains_page,0.87,50,0.9,0.94,0.08,0.6,0.022222222222222223,-0.039999999999999925,3,44,1,2
contains_article,0.92,50,0.88,0.9,0.06,0.3333333333333333,0.022727272727272728,-0.020000000000000018,2,43,1,4
contains_please,0.92,50,0.94,0.88,0.06,0.0,0.06382978723404255,0.05999999999999994,0,44,3,3
contains_link,0.94,50,0.94,0.86,0.08,0.0,0.0851063829787234,0.07999999999999996,0,43,4,3
contains_thank,0.96,50,0.98,1.0,0.02,1.0,0.0,-0.020000000000000018,1,49,0,0
