condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0.514,250,0.532,0.472,0.98,0.9829059829059829,0.9774436090225563,0.06000000000000005,115,3,130,2
avg_diff_005_015,0.545,250,0.512,0.496,0.976,0.9836065573770492,0.96875,0.016000000000000014,120,4,124,2
avg_diff_015_030,0.606,250,0.56,0.44,0.984,0.9818181818181818,0.9857142857142858,0.12000000000000005,108,2,138,2
avg_diff_030_050,0.667,250,0.684,0.32,0.98,0.9746835443037974,0.9824561403508771,0.36400000000000005,77,3,168,2
avg_diff_050_070,0.732,250,0.728,0.284,0.964,0.9558823529411765,0.967032967032967,0.444,65,6,176,3
avg_diff_070_100,0.801,250,0.816,0.224,0.944,0.9565217391304348,0.9411764705882353,0.592,44,12,192,2
avg_diff_100_130,0.851,250,0.88,0.216,0.864,0.8333333333333334,0.8681818181818182,0.664,25,29,191,5
avg_diff_130_160,0.888,250,0.904,0.536,0.456,0.4583333333333333,0.4557522123893805,0.368,11,123,103,13
avg_diff_160_200,0.907,250,0.908,0.744,0.212,0.2608695652173913,0.20704845814977973,0.16400000000000003,6,180,47,17
avg_diff_over_200,0.942,250,0.944,0.884,0.116,0.5,0.09322033898305085,0.05999999999999994,7,214,22,7
