condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
contains_troll,0.52,250,0.688,0.544,0.696,0.8846153846153846,0.6104651162790697,0.1439999999999999,69,67,105,9
contains_vandal,0.61,249,0.714859437751004,0.4899598393574297,0.7469879518072289,0.9154929577464789,0.6797752808988764,0.22489959839357432,65,57,121,6
contains_stop,0.67,250,0.62,0.544,0.668,0.7789473684210526,0.6,0.07599999999999996,74,62,93,21
contains_love,0.74,250,0.808,0.588,0.596,0.9791666666666666,0.504950495049505,0.22000000000000008,47,100,102,1
contains_wikipedia,0.85,250,0.912,0.632,0.44,0.9090909090909091,0.39473684210526316,0.28,20,138,90,2
contains_page,0.87,250,0.928,0.704,0.36,0.9444444444444444,0.3146551724137931,0.2240000000000001,17,159,73,1
contains_article,0.92,250,0.9,0.688,0.372,0.8,0.3244444444444444,0.21200000000000008,20,152,73,5
contains_please,0.92,250,0.94,0.72,0.34,1.0,0.2978723404255319,0.21999999999999997,15,165,70,0
contains_link,0.94,250,0.932,0.68,0.364,0.8235294117647058,0.33047210300429186,0.252,14,156,77,3
contains_thank,0.96,250,0.964,0.768,0.252,0.7777777777777778,0.23236514522821577,0.19599999999999995,7,185,56,2
