condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0.514,249,0.4979919678714859,0.4979919678714859,0.7630522088353414,0.76,0.7661290322580645,0.0,95,29,95,30
avg_diff_005_015,0.545,250,0.552,0.52,0.712,0.7589285714285714,0.6739130434782609,0.03200000000000003,85,45,93,27
avg_diff_015_030,0.606,250,0.584,0.472,0.656,0.6538461538461539,0.6575342465753424,0.11199999999999999,68,50,96,36
avg_diff_030_050,0.667,242,0.6487603305785123,0.512396694214876,0.6074380165289256,0.6705882352941176,0.5732484076433121,0.13636363636363635,57,67,90,28
avg_diff_050_070,0.732,249,0.714859437751004,0.5060240963855421,0.6345381526104418,0.7464788732394366,0.5898876404494382,0.2088353413654619,53,73,105,18
avg_diff_070_100,0.801,250,0.8,0.48,0.624,0.76,0.59,0.32000000000000006,38,82,118,12
avg_diff_100_130,0.851,250,0.868,0.48,0.524,0.5151515151515151,0.5253456221198156,0.388,17,103,114,16
avg_diff_130_160,0.888,250,0.9,0.516,0.496,0.56,0.4888888888888889,0.384,14,115,110,11
avg_diff_160_200,0.907,250,0.892,0.44,0.588,0.6296296296296297,0.5829596412556054,0.452,17,93,130,10
avg_diff_over_200,0.942,250,0.94,0.496,0.548,0.8666666666666667,0.5276595744680851,0.44399999999999995,13,111,124,2
