condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
contains_troll,0.52,25,0.64,0.56,0.24,0.2222222222222222,0.25,0.07999999999999996,2,12,4,7
contains_vandal,0.61,25,0.76,0.88,0.2,0.6666666666666666,0.05263157894736842,-0.12,4,18,1,2
contains_stop,0.67,25,0.68,0.72,0.28,0.5,0.17647058823529413,-0.039999999999999925,4,14,3,4
contains_love,0.74,25,0.72,0.72,0.08,0.14285714285714285,0.05555555555555555,0.0,1,17,1,6
contains_wikipedia,0.85,25,0.92,0.96,0.12,1.0,0.043478260869565216,-0.039999999999999925,2,22,1,0
contains_page,0.87,25,0.96,0.88,0.08,0.0,0.08333333333333333,0.07999999999999996,0,22,2,1
contains_article,0.92,25,0.88,0.96,0.08,0.6666666666666666,0.0,-0.07999999999999996,2,22,0,1
contains_please,0.92,25,0.88,0.88,0.16,0.6666666666666666,0.09090909090909091,0.0,2,20,2,1
contains_link,0.94,25,0.96,0.92,0.04,0.0,0.041666666666666664,0.039999999999999925,0,23,1,1
contains_thank,0.96,25,1.0,1.0,0.0,,0.0,0.0,0,25,0,0
