condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
dti_over_30,0.51,234,0.9017094017094017,0.1623931623931624,0.9188034188034188,0.9130434782608695,0.919431279620853,0.7393162393162394,21,17,194,2
loan_under_5000,0.53,241,0.8672199170124482,0.24896265560165975,0.8589211618257261,0.90625,0.8516746411483254,0.6182572614107884,29,31,178,3
dti_over_25,0.64,242,0.8842975206611571,0.2603305785123967,0.8553719008264463,1.0,0.8364485981308412,0.6239669421487604,28,35,179,0
dti_under_10,0.67,245,0.889795918367347,0.3224489795918367,0.7714285714285715,0.9259259259259259,0.7522935779816514,0.5673469387755102,25,54,164,2
loan_over_25000,0.75,241,0.9045643153526971,0.26141078838174275,0.8174273858921162,0.9130434782608695,0.8073394495412844,0.6431535269709543,21,42,176,2
fico_650_680,0.83,243,0.9176954732510288,0.21810699588477367,0.8641975308641975,1.0,0.852017937219731,0.6995884773662552,20,33,190,0
fico_650_700_dti_under_20,0.9,247,0.8825910931174089,0.2550607287449393,0.854251012145749,0.9655172413793104,0.8394495412844036,0.6275303643724697,28,35,183,1
fico_over_700,0.91,248,0.907258064516129,0.27419354838709675,0.8024193548387096,0.9130434782608695,0.7911111111111111,0.6330645161290323,21,47,178,2
fico_over_750_dti_under_20,0.92,250,0.896,0.404,0.668,0.8461538461538461,0.6473214285714286,0.492,22,79,145,4
fico_over_750_loan_under_20000,0.93,249,0.9598393574297188,0.3453815261044177,0.6867469879518072,0.9,0.6778242677824268,0.6144578313253011,9,77,162,1
