condition,base_rate,n,pred_acc,esc_acc,esc_rate,esc_w,esc_r,gap,tp,tn,fp,fn
avg_diff_under_005,0.514,250,0.564,0.524,0.768,0.8348623853211009,0.7163120567375887,0.039999999999999925,91,40,101,18
avg_diff_005_015,0.545,250,0.596,0.472,0.716,0.7326732673267327,0.7046979865771812,0.124,74,44,105,27
avg_diff_015_030,0.606,248,0.6330645161290323,0.5040322580645161,0.6693548387096774,0.7362637362637363,0.6305732484076433,0.12903225806451613,67,58,99,24
avg_diff_030_050,0.667,250,0.688,0.436,0.7,0.717948717948718,0.6918604651162791,0.25199999999999995,56,53,119,22
avg_diff_050_070,0.732,250,0.636,0.5,0.656,0.7142857142857143,0.6226415094339622,0.136,65,60,99,26
avg_diff_070_100,0.801,250,0.744,0.46,0.676,0.765625,0.6451612903225806,0.284,49,66,120,15
avg_diff_100_130,0.851,249,0.7670682730923695,0.4899598393574297,0.6144578313253012,0.7241379310344828,0.581151832460733,0.27710843373493976,42,80,111,16
avg_diff_130_160,0.888,249,0.7951807228915663,0.46586345381526106,0.6666666666666666,0.8235294117647058,0.6262626262626263,0.3293172690763052,42,74,124,9
avg_diff_160_200,0.907,248,0.8508064516129032,0.5,0.6008064516129032,0.8378378378378378,0.5592417061611374,0.35080645161290325,31,93,118,6
avg_diff_over_200,0.942,250,0.9,0.468,0.592,0.8,0.5688888888888889,0.432,20,97,128,5
